Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
163.3,0.73,-1.94,219.22,-1.45,9.05,-0.03,1.45
163.39,-0.3,-2.14,202.74,1.03,14.34,0.2,1.49
163.48,-1.34,0.92,249.64,3.29,5.51,0.79,2.06
163.57,-2.74,1.14,267.89,6.94,0.97,1.04,2.03
163.66,-1.88,0.28,216.5,9.84,6.45,0.85,1.29
163.76,0.06,-0.26,185.12,10.44,6.84,1.2,0.42
163.95,-2.08,4.07,231.14,10.35,-7.34,1.65,-0.37
163.95,-3.1,2.99,285.12,7.54,-17.37,1.83,-0.71
164.04,0.63,-4.31,231.85,5.54,-6.47,1.47,-0.53
164.12,4.84,-6.66,168.35,5.26,-0.32,-0.3,-0.12
164.21,1.75,-1.35,222.94,-1.09,-11.4,0.19,0.32
164.31,-6.77,6.3,282.58,-6.76,-18.19,0.93,1.16
164.4,-5.14,4.76,245.49,-5.73,-8.81,-0.07,2.03
164.5,1.3,-5.08,191.59,-8.45,4.36,0.42,2.61
164.58,0.7,-6.09,211.26,-12.34,3.13,1.37,3.13
164.68,-0.69,1.07,259.93,-8.71,-5.86,0.2,3.39
164.86,-0.23,1.18,248.95,-4.43,1.43,-0.18,2.55
164.87,-0.25,-2.46,204.46,-3.15,15.91,1.19,1.49
164.95,0.44,-2.02,217.57,-0.9,14.41,1.72,1.51
165.03,-0.59,4.19,263.7,2.64,5.84,2.36,2.06
165.14,-2.67,6.01,254.43,7.25,3.24,1.65,2.06
165.23,-1.01,-0.51,203.38,9.92,4.41,-0.47,1.3
165.31,-1.64,0.43,205.57,10.16,0.47,0.09,0.48
165.41,-3.66,5.77,272.01,10.1,-10.38,1.62,-0.35
165.49,-2.21,1.9,284.3,7.28,-10.57,3.01,-0.75
165.6,-1.73,3.32,211.28,4.58,2.11,4.96,-0.58
165.79,-3.56,8.55,191.35,2.46,-4.98,3.27,-0.21
165.79,-2.04,4.79,189.01,-1.21,-13.33,0.96,0.24
165.87,3.6,-0.6,155.75,-3.84,-1.2,1.42,0.92
165.96,0.94,4.01,162.41,-6.63,-5.38,2.46,1.7
166.04,-3.85,8.35,151.61,-8.96,-11.05,2.29,2.19
166.15,-3.12,4.72,140.51,-9.67,-5.42,1.32,2.58
166.25,-1.96,0.68,136.09,-10.33,-2.43,0.9,2.99
166.32,0.87,-3.04,102.75,-8.55,2.05,0.04,3.17
166.43,-0.44,-0.09,82.97,-5.12,2.98,-0.1,3.26
166.5,-2.69,-0.63,65.79,-6.13,7.27,0.47,3.21
166.69,-1.23,-3.72,55.11,-8.31,9.6,0.64,2.69
166.69,-0.76,-0.08,58.36,-7.97,4.99,0.69,1.91
166.78,-0.32,0.67,47.69,-7.45,3.61,0.72,1.15
166.87,0.24,0.24,25.99,-6.3,5.32,0.35,0.66
166.97,-0.61,4.52,11.99,-5.43,7.72,0.3,0.47
167.05,-1.7,5.2,6.37,-5.66,8.25,1.18,0.41
167.15,-0.7,0.2,1.82,-5.85,6.76,0.93,0.21
167.26,0.13,-0.86,-0.39,-6.0,7.38,0.39,-0.17
167.33,-0.19,2.65,10.54,-5.91,6.57,0.6,-0.31
167.43,-3.9,9.13,24.94,-5.74,3.22,1.45,0.37
167.63,-6.25,11.26,2.18,-5.95,4.84,1.82,1.37
167.63,-0.54,3.75,-26.35,-6.29,9.36,0.59,1.15
167.72,1.57,-1.0,-38.58,-6.8,11.04,0.26,0.63
167.8,-0.44,-0.35,-61.8,-7.34,7.85,0.54,-0.08
167.88,-0.54,-1.41,-68.12,-7.7,4.56,0.34,-0.91
167.98,-0.77,-2.47,-69.7,-8.85,5.88,0.53,-1.81
168.07,0.24,-2.39,-101.48,-9.3,6.95,0.69,-2.63
168.16,0.44,-0.45,-113.85,-9.65,3.66,0.57,-3.38
168.26,0.3,5.23,-77.55,-9.44,-2.15,1.57,-4.02
168.34,0.08,4.04,-92.49,-7.47,-3.74,1.62,-4.45
168.53,-2.24,-9.91,-172.66,-9.61,3.09,-1.17,-4.53
168.54,-0.42,-17.66,-194.32,-11.11,7.43,-2.61,-2.79
168.63,3.07,-10.23,-170.61,-7.25,1.6,-1.17,-0.82
168.71,0.8,-5.45,-164.49,-4.72,-2.45,0.17,1.06
168.82,-0.28,-9.64,-155.37,-2.69,-6.47,-0.61,2.28
168.91,1.78,-9.59,-165.23,0.25,-15.29,-2.09,1.99
169.0,1.13,5.4,-199.31,2.2,-13.15,0.87,1.64
169.09,0.08,12.7,-217.14,4.34,-0.04,5.56,1.44
169.18,-0.4,-4.47,-191.95,7.75,-2.71,3.33,1.42
169.28,-2.57,-4.77,-171.89,9.41,-11.57,0.88,1.6
169.47,-2.51,7.65,-197.69,8.86,-5.16,2.87,1.8
169.47,-1.02,3.16,-206.81,10.06,-1.37,1.4,1.82
169.54,-1.07,2.34,-210.26,9.43,-1.51,-0.52,1.66
169.65,-2.19,7.07,-219.64,4.94,1.45,1.03,1.34
169.72,-3.04,8.82,-232.63,1.36,6.3,1.48,1.04
169.83,-2.99,7.6,-266.19,-3.05,7.14,1.29,1.09
169.92,-3.22,7.86,-276.54,-8.49,2.51,2.18,1.39
170.02,-0.29,4.85,-278.38,-9.18,7.35,-0.2,1.69
170.11,2.06,-0.37,-324.47,-7.97,3.9,-0.01,1.9
170.19,-0.15,-3.7,-345.44,-6.41,-9.07,3.16,1.98
170.39,-0.65,-13.2,-309.4,-0.68,-5.31,-0.42,2.02
170.39,0.62,-6.68,-304.89,5.7,-0.77,-3.03,1.86
170.46,1.25,1.91,-327.53,9.3,-7.83,-1.16,1.38
170.57,1.8,-10.58,-326.9,11.51,-0.75,-0.4,0.93
170.65,0.43,-7.45,-340.17,12.01,22.85,0.46,0.9
170.75,-1.76,10.49,-360.65,7.35,22.14,1.95,1.08
170.84,-1.34,8.25,-339.31,-1.15,-0.43,1.39,1.18
170.93,0.87,-3.99,-336.24,-5.74,2.24,-0.43,0.82
171.04,0.18,1.65,-377.16,-7.16,13.83,1.26,0.28
171.13,-1.65,15.1,-379.99,-9.55,-1.19,4.03,-0.26
171.33,0.14,4.38,-328.28,-8.22,-14.06,1.25,-0.41
171.33,1.2,-16.76,-308.84,-2.92,-9.19,-2.62,0.05
171.39,0.27,-12.25,-330.33,3.94,7.51,-2.32,0.82
171.47,0.19,5.57,-359.96,7.99,4.07,1.29,1.2
171.57,-0.6,14.24,-367.99,9.49,-6.72,3.5,0.99
171.67,-0.47,8.01,-329.86,12.52,14.05,0.39,0.16
171.75,1.55,-9.81,-323.46,8.63,13.31,-1.82,-0.31
171.86,1.99,-18.45,-340.82,0.09,-0.07,-1.41,-0.3
171.94,0.92,-8.08,-355.97,-4.04,9.62,-0.04,-0.09
172.03,-0.91,9.17,-381.4,-7.2,11.3,1.9,-0.11
172.22,-0.94,14.84,-351.6,-8.98,9.4,0.42,-0.58
172.22,0.49,-0.81,-315.11,-7.65,-2.9,-1.03,-1.29
172.34,-0.05,-14.75,-322.89,-4.27,-22.91,-0.18,-1.77
172.39,0.44,-3.98,-337.52,1.95,-11.64,2.28,-1.21
172.49,0.99,12.5,-368.35,6.77,-0.76,4.93,0.08
172.6,-0.88,16.05,-365.25,9.16,-2.81,2.81,1.11
172.67,-1.28,5.31,-328.76,10.53,0.22,0.09,1.43
172.76,0.27,-9.2,-337.66,8.7,5.77,-0.33,0.8
172.89,0.96,-11.09,-351.05,5.55,26.14,-0.58,-0.0
172.94,-0.61,1.44,-366.15,-0.77,23.44,1.52,-0.16
173.14,-1.93,14.49,-374.32,-8.49,-0.93,3.32,0.1
173.15,-0.05,5.39,-328.51,-10.37,-7.51,1.28,0.09
173.25,0.09,-7.75,-327.99,-9.24,-15.65,1.68,-0.7
173.33,-0.78,-3.38,-363.35,-6.15,-19.33,2.61,-2.39
173.42,0.44,-3.71,-351.73,-0.07,-10.49,-0.42,-4.2
173.51,0.45,-2.02,-328.6,5.48,-3.64,-0.09,-5.44
173.59,-0.52,1.19,-317.84,8.86,4.41,0.97,-5.86
173.7,-1.65,-0.89,-328.93,10.06,11.31,0.22,-4.61
173.8,-0.79,1.47,-348.4,7.81,3.98,1.16,-3.19
173.87,0.06,-0.59,-366.14,2.9,-4.91,1.66,-3.1
174.07,0.46,0.35,-358.03,-2.08,-2.39,1.58,-3.74
174.07,2.2,0.89,-324.57,-5.11,7.33,-0.23,-3.82
174.15,0.61,2.34,-324.9,-7.1,14.92,-1.65,-3.48
174.24,0.17,5.77,-342.75,-9.25,-1.82,1.22,-3.83
174.34,1.26,-0.71,-364.41,-7.82,-19.49,3.27,-5.16
174.43,1.25,-0.0,-362.31,-2.71,-18.56,1.8,-6.28
174.51,1.73,1.51,-327.86,3.51,-8.26,-0.86,-6.07
174.61,-0.6,-0.25,-319.38,8.56,6.89,-1.06,-6.01
174.71,-1.16,0.62,-326.08,10.47,12.6,0.46,-4.98
174.82,-0.14,-1.77,-350.59,9.57,8.28,0.46,-2.98
175.0,0.02,-1.01,-360.52,5.23,-5.11,0.89,-2.4
175.0,0.68,-3.09,-344.18,-0.12,-6.74,1.44,-3.16
175.07,0.6,-1.03,-335.12,-3.53,10.75,1.09,-3.73
175.17,1.69,3.12,-321.33,-5.31,23.32,-1.19,-3.52
175.25,0.92,0.51,-338.53,-7.86,8.62,-0.75,-3.53
175.34,-0.29,0.0,-351.07,-9.14,-20.42,3.35,-4.34
175.46,0.68,-1.23,-349.25,-4.87,-25.48,4.82,-5.52
175.52,1.44,1.47,-356.67,1.97,-14.96,2.3,-5.79
175.63,1.6,2.97,-352.06,8.07,-4.25,-1.75,-6.03
175.71,-0.36,2.28,-339.93,11.74,1.81,-1.55,-5.86
175.9,-1.21,1.97,-314.77,10.77,0.48,-0.25,-3.75
175.9,-1.18,0.99,-334.85,6.65,2.16,0.19,-2.42
175.99,-0.99,3.57,-367.65,2.44,2.58,1.64,-2.87
176.08,-0.18,-0.12,-366.72,-1.51,3.78,1.32,-3.73
176.16,0.4,-0.09,-353.57,-5.7,7.1,0.59,-3.65
176.27,2.13,1.34,-316.64,-7.86,8.24,-0.9,-3.39
176.38,1.11,0.02,-309.4,-7.3,10.22,-2.65,-3.79
176.45,0.08,2.0,-333.96,-4.46,8.07,-1.82,-4.96
176.56,1.53,-2.0,-360.99,0.17,-4.61,1.6,-5.64
176.64,3.08,-2.59,-363.34,3.68,-23.87,3.8,-5.53
176.82,2.09,-1.92,-340.03,8.14,-13.3,0.95,-5.79
176.83,-1.13,0.2,-330.15,12.85,15.17,-1.15,-4.78
176.91,-0.21,2.48,-325.1,11.91,20.86,-0.04,-2.86
177.0,-0.31,1.84,-343.31,5.07,11.57,0.95,-2.58
177.12,-0.61,3.94,-353.66,-2.73,-3.64,1.21,-3.39
177.19,1.42,0.73,-349.29,-7.4,-9.43,1.36,-3.68
177.27,0.47,-1.21,-357.43,-9.98,-9.15,2.25,-3.3
177.39,0.51,-1.74,-362.5,-10.42,-15.12,2.77,-3.43
177.45,1.25,-3.95,-360.8,-8.42,-20.18,2.65,-4.36
177.56,1.17,-1.23,-348.54,-3.95,-21.33,3.43,-5.41
177.75,1.94,-0.16,-348.78,2.21,-12.71,3.77,-5.32
177.75,1.84,-1.14,-347.09,6.54,-5.71,2.23,-5.38
177.84,0.54,-1.45,-329.33,8.54,-5.22,1.74,-5.51
177.93,-0.34,-0.99,-317.96,9.91,8.19,0.95,-3.99
178.01,-0.53,0.59,-326.48,8.5,18.51,-0.51,-2.61
178.11,-0.36,1.44,-327.44,3.4,18.33,-0.32,-3.03
178.2,0.0,2.88,-315.65,-1.64,18.52,-0.07,-3.74
178.28,2.11,3.25,-312.11,-5.78,14.52,-0.77,-3.54
178.38,3.02,2.91,-319.94,-7.66,14.55,-1.4,-3.27
178.48,1.4,1.44,-325.02,-6.85,10.99,-1.5,-3.73
178.66,0.12,1.9,-320.11,-4.4,1.65,-1.82,-4.92
178.66,0.81,1.73,-331.91,-0.06,-7.84,-1.66,-5.49
178.74,2.36,0.29,-352.55,5.75,-8.35,-0.89,-5.3
178.83,1.19,0.93,-348.36,10.66,-0.26,-1.25,-5.31
178.94,-0.46,-0.36,-333.1,10.57,-8.24,-0.02,-4.35
179.03,-0.34,-2.95,-344.66,8.22,-6.81,1.8,-2.81
179.12,0.05,-1.53,-359.55,5.0,5.61,1.14,-2.7
179.22,1.07,-0.1,-356.23,-0.72,6.38,1.09,-3.52
179.29,1.46,-0.26,-348.71,-5.93,4.5,1.96,-3.73
179.4,0.37,0.7,-350.59,-10.09,-8.69,2.74,-3.25
179.58,1.12,-1.53,-362.22,-10.48,-15.76,2.52,-3.38
179.61,1.94,-3.49,-358.49,-6.97,-12.9,2.48,-4.38
179.68,1.63,-2.44,-349.21,-2.8,-16.46,2.29,-5.36
179.77,2.35,-1.58,-360.16,2.34,-17.97,0.75,-5.2
179.87,2.65,-0.74,-368.54,6.64,-19.94,1.71,-5.19
179.94,1.35,0.47,-356.49,9.49,-16.51,2.03,-4.99
180.04,0.22,0.65,-341.78,9.67,-7.68,0.53,-3.39
180.13,0.26,-1.02,-349.93,5.18,-3.34,1.01,-2.5
180.23,-0.42,-0.13,-361.86,-0.38,-2.8,1.06,-3.13
180.33,-1.43,1.73,-356.04,-4.86,-2.8,0.83,-3.8
180.51,0.21,2.4,-339.43,-8.41,1.66,0.67,-3.51
180.51,1.39,4.73,-335.35,-9.62,-0.65,0.81,-3.26
180.59,1.15,1.65,-339.68,-8.21,-10.05,1.36,-3.78
180.68,0.28,-0.82,-332.65,-4.2,-11.75,2.0,-4.99
180.77,-0.39,2.55,-328.27,1.08,-10.02,2.97,-5.37
180.86,0.17,1.84,-333.9,6.21,1.53,1.69,-5.01
180.99,-0.25,-0.55,-328.42,10.54,11.13,-0.6,-5.04
181.08,-0.63,-0.47,-310.49,11.64,9.0,-0.93,-4.05
181.17,-0.8,0.89,-316.08,9.85,15.42,-0.17,-2.67
181.24,-0.29,1.66,-329.75,6.22,20.85,-0.51,-2.73
181.42,1.14,1.62,-321.16,0.48,21.12,-0.73,-3.58
181.42,0.75,2.42,-316.0,-4.44,19.86,0.42,-3.74
181.51,0.5,2.78,-320.47,-7.3,13.3,0.02,-3.28
181.59,1.64,4.18,-325.49,-7.75,10.65,-1.77,-3.45
181.7,1.75,2.83,-326.47,-5.1,6.02,-1.45,-4.45
181.78,0.1,0.67,-318.03,-0.61,0.74,-1.21,-5.32
181.88,-1.33,0.62,-321.15,4.96,1.81,-2.77,-5.01
181.97,-0.31,0.24,-333.53,9.16,4.29,-1.15,-4.92
182.06,-0.18,1.83,-334.86,10.85,10.79,1.18,-4.58
182.16,-0.97,2.23,-318.7,11.23,12.82,0.38,-3.16
182.35,-0.42,1.51,-316.67,8.64,15.24,0.18,-2.54
182.35,-0.02,0.7,-333.05,3.51,25.63,0.23,-3.25
182.42,0.62,-0.08,-329.47,-2.17,23.21,-0.18,-3.85
182.54,1.15,0.9,-315.14,-6.33,14.14,-0.95,-3.45
182.61,1.16,1.24,-316.87,-7.55,12.19,-1.62,-3.25
182.69,1.0,2.28,-336.18,-6.42,8.1,-1.63,-3.9
182.8,1.26,0.98,-341.31,-2.91,2.07,-2.81,-5.11
182.88,1.31,-0.67,-330.54,1.76,-8.15,-1.49,-5.27
182.99,0.63,-0.51,-337.91,6.21,-17.55,1.09,-4.86
183.09,0.57,-0.4,-352.01,10.23,-8.76,-0.01,-4.87
183.28,0.09,0.76,-349.84,11.78,3.51,-0.98,-3.86
183.28,-0.61,0.85,-339.52,9.53,7.23,0.05,-2.64
183.35,-0.19,-0.15,-343.54,4.87,12.3,0.93,-2.87
183.44,-0.2,-1.51,-358.46,-2.29,2.9,1.75,-3.68
183.54,0.35,-2.45,-361.26,-7.76,-4.11,1.88,-3.66
183.63,1.32,-3.53,-349.52,-9.38,0.41,1.82,-3.19
183.71,0.87,-3.67,-349.56,-9.61,-11.98,3.56,-3.43
183.82,0.63,-2.16,-362.74,-6.31,-17.28,2.43,-4.53
183.9,0.92,-0.32,-354.85,-1.0,-13.22,-0.43,-5.32
183.99,1.5,1.21,-335.43,4.73,-11.62,-0.06,-4.9
184.18,1.04,0.84,-338.52,10.42,-4.14,-1.17,-4.87
184.19,0.46,-0.63,-354.97,11.34,-6.88,-1.14,-4.45
184.27,0.41,-1.09,-356.24,9.28,-3.51,1.41,-3.07
184.37,-0.37,-0.21,-346.6,6.13,6.72,1.61,-2.62
184.46,0.5,0.57,-351.36,-0.92,-1.91,1.62,-3.39
184.54,1.16,-0.01,-364.54,-6.5,-4.2,1.28,-3.85
184.63,0.22,-0.27,-363.84,-8.61,-0.1,1.23,-3.36
184.74,0.5,-2.07,-349.84,-10.78,-14.18,3.38,-3.22
184.83,1.16,-2.31,-343.66,-9.44,-20.21,3.03,-4.01
184.9,1.69,1.05,-355.52,-3.74,-14.18,0.68,-5.18
185.08,1.58,0.76,-360.13,3.2,-11.89,0.07,-5.17
185.1,1.18,0.43,-346.67,9.11,-7.53,-0.83,-4.86
185.2,1.14,1.69,-344.86,10.93,-11.07,-0.97,-4.89
185.28,0.81,-0.68,-348.98,10.63,-5.04,-0.23,-3.74
185.37,0.26,-1.4,-337.64,9.14,11.58,-0.0,-2.63
185.47,0.01,-1.41,-333.12,2.94,4.41,1.11,-2.97
185.55,1.36,-3.4,-345.63,-3.34,1.55,1.78,-3.78
185.67,2.18,-3.38,-353.58,-6.3,12.38,1.04,-3.65
185.74,1.01,0.98,-342.41,-8.19,10.7,0.2,-3.23
185.82,0.83,3.12,-326.21,-7.39,8.62,-1.86,-3.55
186.02,1.68,-1.63,-330.81,-4.72,-4.06,-2.08,-4.69
186.02,2.03,-2.05,-347.78,-0.46,-13.2,-0.98,-5.33
186.12,0.75,2.38,-346.72,6.04,2.76,-2.4,-4.9
186.19,-0.47,0.76,-324.92,10.99,9.45,-1.51,-4.95
186.32,-1.49,-1.42,-322.05,11.7,9.06,1.04,-4.43
186.37,-1.21,-0.5,-336.95,9.09,17.28,1.16,-3.02
186.48,1.88,-3.89,-335.51,5.98,20.16,0.08,-2.76
186.57,3.67,-5.0,-323.02,0.41,10.95,0.09,-3.48
186.67,4.03,-2.41,-309.23,-6.57,-0.22,0.68,-3.85
186.74,4.57,-3.07,-299.4,-9.63,-5.81,1.35,-3.31
186.93,3.47,-0.16,-281.43,-9.8,-5.5,1.6,-3.12
186.95,2.5,4.01,-274.39,-8.11,2.3,-0.2,-3.62
187.04,3.96,-1.22,-281.32,-4.99,-2.92,-0.8,-4.69
187.12,3.02,-4.08,-280.56,-2.12,-12.46,-0.66,-5.22
187.22,1.99,1.12,-270.25,1.08,-4.05,-0.39,-4.61
187.31,2.06,1.19,-240.33,4.89,-3.93,1.53,-4.38
187.41,-0.82,-3.35,-245.39,8.2,-7.48,0.55,-4.71
187.49,-3.67,0.4,-236.32,11.81,-4.87,-1.73,-4.42
187.58,-3.67,11.13,-193.34,10.65,-3.36,0.79,-3.32
187.68,-1.24,6.06,-199.04,5.04,6.59,4.53,-2.33
187.87,-0.09,-9.92,-202.29,4.6,13.82,3.47,-2.3
187.87,-0.11,-12.88,-184.72,4.85,13.23,0.55,-2.67
187.97,0.51,-9.32,-172.42,1.5,11.75,-0.07,-3.09
188.04,-0.74,-5.62,-183.72,-1.33,12.22,0.55,-3.59
188.16,-4.2,0.84,-200.01,-3.17,13.4,0.93,-3.7
188.22,-5.78,7.35,-138.89,-5.12,4.01,1.08,-3.24
188.33,-1.42,7.69,-64.85,-7.13,-7.12,1.22,-2.83
188.4,4.04,-0.68,-102.31,-9.52,-1.56,0.96,-2.67
188.51,0.68,-3.3,-113.56,-11.74,2.68,0.05,-2.61
188.59,-3.69,2.38,-63.91,-10.71,-3.43,-0.09,-2.59
188.79,-0.43,3.83,-72.63,-8.89,-3.42,0.53,-2.69
188.8,1.08,0.17,-72.09,-9.16,-1.57,0.27,-2.81
188.87,0.05,-1.04,-78.1,-9.24,-1.37,0.16,-2.96
188.98,0.08,0.74,-82.37,-9.21,-3.37,0.61,-3.12
189.04,-0.06,0.57,-38.54,-8.97,-6.32,0.36,-3.27
189.16,0.53,1.18,-14.72,-7.83,-0.07,-1.05,-3.4
189.22,0.36,-0.23,-12.65,-7.15,1.3,-1.13,-3.53
189.33,1.32,-5.1,-28.13,-7.46,-6.61,1.23,-3.57
189.42,3.04,-3.04,-34.71,-8.43,-5.59,1.86,-3.68
189.51,0.64,1.44,-3.93,-8.74,-4.38,0.57,-3.58
189.7,-1.04,0.51,7.73,-7.8,-6.86,0.42,-3.27
189.7,0.74,1.89,-15.65,-7.09,-2.77,1.08,-3.14
189.8,1.45,9.15,-38.41,-7.16,-1.87,-0.2,-3.2
189.88,-0.15,8.36,-41.77,-7.42,-12.29,-0.64,-3.02
189.99,-0.68,-0.33,-44.7,-7.15,-16.8,2.06,-3.05
190.06,0.55,-0.94,-55.82,-6.27,-8.8,1.73,-3.45
190.15,0.88,1.68,-60.83,-5.49,-5.03,0.37,-3.84
190.26,1.44,0.93,-76.66,-4.82,-6.63,0.75,-4.17
190.36,2.08,-0.22,-105.88,-3.67,-5.99,0.47,-4.37
190.44,1.35,0.75,-116.38,-2.09,-6.6,0.75,-4.45
190.62,-1.26,1.05,-88.11,-0.96,-12.24,1.73,-4.27
190.63,-3.16,-0.3,-62.81,-0.77,-18.21,2.06,-3.7
190.72,-0.11,-0.38,-100.07,-0.73,-15.2,1.06,-3.23
190.8,1.96,0.47,-119.42,2.5,-12.21,0.49,-3.44
190.89,-0.69,1.94,-110.19,6.99,-13.51,1.63,-3.89
190.99,0.21,0.35,-137.99,7.67,-10.53,1.59,-4.13
191.1,2.43,-2.56,-152.23,8.35,-5.55,-0.05,-4.27
191.16,-0.64,0.89,-157.78,10.25,-0.75,0.29,-4.09
191.26,-1.33,3.24,-167.96,10.25,2.63,0.53,-3.27
191.35,1.1,-5.26,-184.78,9.35,9.52,-0.73,-2.47
191.55,0.54,0.26,-224.49,7.2,14.51,0.95,-2.25
191.55,1.12,10.4,-262.33,5.1,12.47,1.22,-2.51
191.63,0.47,-0.89,-235.91,3.19,6.51,-1.72,-3.06
191.71,-0.87,-5.43,-188.39,-1.24,0.17,-0.82,-3.71
191.82,-0.27,-2.1,-222.93,-6.47,1.22,1.61,-3.68
191.89,-3.88,-6.17,-286.58,-9.76,7.29,1.21,-3.23
192.0,-3.29,-3.03,-271.65,-10.4,1.85,1.03,-3.03
192.11,2.56,5.0,-227.54,-9.5,-9.23,2.19,-3.3
192.2,0.71,2.41,-264.51,-6.96,-9.54,2.04,-4.18
192.26,-3.36,-2.25,-324.91,-2.7,-14.42,2.65,-5.33
192.46,1.11,-2.84,-325.16,2.1,-19.21,2.73,-5.36
192.46,4.63,-2.63,-320.68,7.09,-4.43,-0.1,-4.86
192.55,0.08,1.69,-310.21,10.92,8.92,-1.01,-5.05
192.64,-0.98,1.0,-271.75,10.69,4.28,-0.0,-4.62
192.73,-0.45,-0.02,-279.96,7.39,-1.85,1.29,-3.36
192.83,-0.93,1.5,-309.57,3.72,0.4,1.88,-2.81
192.92,0.24,-3.95,-330.17,0.62,9.4,0.36,-3.34
193.0,-0.2,-1.22,-320.39,-1.77,13.98,-0.65,-3.98
193.1,2.18,2.32,-291.5,-5.14,11.77,-0.8,-3.7
193.21,1.09,3.18,-288.67,-8.52,8.49,-0.15,-3.23
193.41,-0.48,5.95,-285.99,-9.3,3.41,1.38,-3.43
193.41,1.12,1.13,-295.26,-6.57,-2.86,1.9,-4.32
193.47,0.68,-2.52,-301.61,-2.47,-15.52,2.14,-5.36
193.56,2.43,-4.22,-318.41,1.76,-19.7,2.83,-5.17
193.64,1.75,-1.63,-315.88,6.75,-6.94,1.85,-4.73
193.75,1.05,-0.27,-283.51,10.37,6.85,-0.67,-4.96
193.83,0.11,-1.39,-302.31,10.15,6.77,0.19,-4.41
193.93,-1.83,2.0,-310.13,8.33,-0.68,1.74,-3.14
194.01,1.19,-1.35,-299.68,6.79,10.82,0.01,-2.81
194.12,0.44,0.58,-298.22,2.86,22.98,-0.6,-3.4
194.31,-0.54,4.42,-290.79,-4.09,8.09,0.8,-3.97
194.31,1.16,-3.25,-327.93,-9.46,-8.15,1.79,-3.53
194.38,-1.14,1.29,-328.5,-9.55,-2.07,1.11,-3.16
194.48,1.22,6.86,-279.85,-7.61,9.86,-0.83,-3.5
194.57,1.65,2.94,-276.78,-5.76,4.4,-1.37,-4.53
194.67,-0.33,0.45,-291.13,-2.09,-14.07,0.78,-5.4
194.74,2.96,-4.91,-328.54,2.95,-18.89,2.99,-5.04
194.86,1.76,-1.39,-322.55,7.44,-6.15,1.8,-4.78
194.94,0.52,0.92,-265.36,9.99,4.14,-0.58,-4.98
195.03,-0.14,-1.69,-280.45,9.52,2.21,0.34,-4.21
195.23,-1.61,0.03,-317.03,7.76,-0.55,1.57,-3.01
195.23,0.07,-3.24,-334.82,5.97,10.96,-0.06,-2.89
195.3,-0.52,1.32,-314.93,2.04,19.09,-0.75,-3.49
195.43,0.85,4.92,-273.15,-4.28,10.84,0.53,-3.88
195.5,0.42,-0.26,-296.48,-9.92,-0.57,2.4,-3.38
195.58,-2.55,0.47,-315.7,-10.59,-7.14,1.8,-3.12
195.69,1.4,-0.73,-314.02,-7.42,-0.89,-1.88,-3.53
195.75,2.0,2.18,-299.98,-4.74,5.05,-3.35,-4.65
195.86,0.55,3.85,-267.54,-1.43,-9.6,-0.46,-5.36
195.94,1.58,-2.75,-309.09,3.74,-19.59,3.34,-4.9
196.13,-1.03,0.82,-322.92,8.92,-5.77,1.82,-4.81
196.14,0.14,1.61,-275.37,10.47,-1.74,-0.94,-4.92
196.21,2.15,-4.83,-310.71,8.86,-6.88,0.66,-4.0
196.32,-1.05,1.67,-316.49,8.62,8.38,1.08,-2.94
196.42,-0.31,4.54,-268.56,4.75,12.98,0.1,-2.98
196.52,1.55,-3.82,-312.06,-2.16,3.54,0.21,-3.61
196.64,-0.55,1.03,-322.55,-4.73,11.66,-0.44,-3.73
196.69,1.57,4.12,-276.57,-7.61,6.2,-0.08,-3.22
196.79,4.18,-5.57,-319.98,-9.71,-6.13,0.13,-3.23
196.87,0.04,-0.44,-325.51,-7.05,2.78,-1.81,-3.84
197.06,-0.46,4.33,-270.04,-4.03,-4.36,-0.78,-5.0
197.06,2.46,-4.94,-304.8,0.04,-12.18,0.61,-5.33
197.17,-1.46,-0.16,-328.52,5.48,-0.64,-0.73,-4.76
197.24,-1.44,5.09,-294.6,9.26,-2.84,-0.42,-4.86
197.34,4.47,-5.17,-297.7,11.21,2.97,-0.01,-4.76
197.43,1.35,-4.56,-314.59,10.29,13.84,0.23,-3.67
197.51,-3.15,5.57,-296.26,7.66,8.67,0.83,-2.86
197.61,1.05,2.46,-276.24,3.92,16.25,-0.06,-3.12
197.69,0.92,-2.95,-310.74,-3.04,14.74,0.93,-3.74
197.79,-2.46,3.59,-315.58,-7.79,1.54,1.75,-3.68
197.98,2.68,3.23,-280.0,-8.4,6.26,0.25,-3.14
197.99,4.03,-5.52,-319.05,-9.16,-1.25,1.87,-3.24
198.06,-2.01,-0.2,-323.21,-7.58,-14.85,3.11,-4.04
198.16,0.04,3.4,-268.22,-3.13,-15.71,2.14,-5.2
198.25,4.39,-6.23,-290.5,1.75,-10.74,1.01,-5.18
198.36,-0.56,-2.44,-310.98,5.98,-6.79,0.32,-4.68
198.44,-1.53,4.11,-294.34,8.48,-15.62,1.53,-4.88
198.53,3.76,-4.18,-303.71,9.48,-6.83,0.7,-4.53
198.63,0.52,-3.23,-313.0,8.0,6.18,0.6,-3.41
198.7,-2.82,4.9,-298.25,5.57,0.06,1.35,-2.89
198.89,2.17,0.04,-286.27,1.63,4.58,0.22,-3.25
