Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
46.57,-0.61,2.65,-334.9,-6.42,-6.63,1.14,1.86
46.78,-1.51,0.43,-358.79,-2.65,-7.54,0.67,2.05
46.78,-2.63,-3.33,-370.36,3.92,-1.11,-0.02,2.09
46.84,-0.97,-0.71,-375.02,8.2,-3.89,0.69,2.01
46.95,0.01,4.9,-379.31,9.54,-5.08,1.96,1.86
47.04,-0.95,3.94,-364.33,10.82,6.53,1.31,1.68
47.13,-0.77,0.3,-342.59,8.1,10.09,0.32,1.55
47.22,-0.88,-1.01,-296.56,2.28,7.97,0.66,1.47
47.32,-0.83,-0.57,-161.77,-1.23,9.21,0.9,1.36
47.4,-0.13,0.28,-22.56,-2.29,9.47,0.76,1.18
47.5,-0.15,0.23,-13.5,-2.37,9.71,0.75,1.03
47.75,-0.21,-0.0,-45.38,-2.3,9.88,0.78,1.15
47.76,-0.6,-0.13,-146.77,-2.51,9.69,0.81,1.46
47.78,-1.3,0.55,-326.4,-4.05,7.32,0.73,1.6
47.87,-1.77,2.06,-374.22,-7.52,1.29,0.57,1.42
47.95,-1.55,0.09,-344.29,-9.58,-1.15,0.44,1.58
48.05,-0.8,-2.4,-350.33,-8.34,-4.88,0.9,1.83
48.13,-1.04,0.44,-350.22,-4.32,-11.21,1.81,2.05
48.24,-1.17,3.02,-348.01,1.05,-9.81,1.71,2.18
48.33,-1.15,-0.57,-357.2,5.73,-7.19,0.62,2.21
48.42,-1.01,-2.06,-357.32,9.19,-5.89,0.61,2.09
48.63,0.08,3.66,-336.79,10.16,-4.02,1.33,1.94
48.63,-0.6,3.23,-303.98,9.11,2.06,0.84,1.84
48.7,-1.92,-2.11,-287.09,6.37,9.51,0.31,1.7
48.79,-1.33,-0.35,-299.46,2.29,10.69,0.84,1.6
48.89,-1.3,3.32,-322.93,-2.05,9.89,1.3,1.47
48.97,-0.15,0.54,-343.18,-5.7,8.87,0.67,1.38
49.05,1.11,-2.5,-358.67,-8.0,4.78,0.11,1.41
49.16,-1.29,0.83,-356.54,-8.36,-0.48,0.7,1.56
49.24,-1.74,3.47,-339.3,-6.7,-5.05,1.18,1.79
49.34,-0.83,0.59,-336.46,-3.55,-8.34,0.85,1.97
49.55,-1.58,-2.33,-348.17,1.3,-10.08,0.88,2.05
49.55,-1.38,1.08,-349.52,6.38,-11.88,1.27,2.01
49.61,-1.09,3.35,-345.2,9.5,-7.78,0.95,1.9
49.7,-1.0,-1.86,-348.31,9.98,1.83,0.31,1.78
49.8,-1.0,-3.53,-332.92,8.51,7.42,0.34,1.63
49.9,-1.43,2.28,-303.15,5.04,6.46,1.01,1.53
49.97,-1.53,3.03,-290.1,0.65,7.26,0.91,1.44
50.07,-1.08,-1.87,-304.73,-3.22,10.48,0.27,1.42
50.17,-1.07,-0.97,-332.22,-6.79,7.77,0.57,1.5
50.27,-1.46,3.12,-337.58,-9.42,0.78,1.2,1.64
50.48,-1.35,2.0,-330.31,-9.64,-4.04,1.02,1.82
50.48,-1.42,-1.76,-331.06,-7.28,-6.29,0.59,2.01
50.55,-1.41,-1.12,-330.68,-2.48,-8.85,0.78,2.14
50.62,-0.33,2.5,-333.56,2.96,-11.27,1.03,2.24
50.72,-0.86,-0.06,-341.12,6.6,-8.65,0.57,2.2
50.81,-2.44,-4.29,-347.75,8.81,-3.57,0.75,2.1
50.9,-1.65,0.72,-350.68,9.39,0.18,1.91,1.93
51.0,-1.1,4.51,-339.42,8.06,5.4,1.82,1.74
51.11,-0.73,-0.94,-319.55,5.02,8.05,0.51,1.6
51.18,0.05,-3.76,-246.26,1.37,10.31,0.09,1.51
51.4,-0.77,0.94,-198.73,-1.8,11.73,0.82,1.64
51.4,-1.76,2.9,-286.41,-5.19,9.26,1.07,1.52
51.47,-0.69,-1.12,-347.63,-8.05,6.35,0.58,1.5
51.55,0.27,-2.81,-332.41,-9.23,1.66,0.63,1.62
51.65,-1.07,0.76,-322.0,-8.08,-3.46,1.22,1.85
51.73,-1.7,2.82,-321.0,-5.38,-6.6,1.15,2.02
51.84,-1.74,-1.04,-346.87,-1.94,-8.38,0.37,2.29
51.94,-1.24,-2.03,-368.44,2.88,-11.49,0.38,2.3
52.0,-0.3,3.17,-361.54,8.14,-9.59,1.19,2.22
52.11,-1.26,1.85,-357.03,10.84,-0.66,1.17,2.1
52.31,-1.41,-4.26,-358.19,9.55,6.01,0.57,1.99
52.32,-0.6,-2.38,-339.56,6.62,8.8,0.89,1.79
52.38,-0.93,2.61,-290.62,2.89,8.11,1.52,1.66
52.46,-0.78,1.62,-158.66,-0.64,8.76,0.95,1.47
52.57,-0.07,-0.53,-15.31,-1.69,10.54,0.51,1.17
52.64,-0.06,0.06,-11.33,-1.28,9.91,0.82,0.8
52.73,-0.12,0.35,-42.17,-1.24,9.79,0.84,0.67
52.82,0.03,-0.0,-29.93,-1.35,9.88,0.76,0.97
52.93,-0.1,-0.06,-31.91,-1.35,9.88,0.81,1.4
53.02,-0.5,0.13,-123.5,-1.97,10.39,0.83,1.8
53.22,-1.55,1.19,-295.28,-4.26,10.65,0.78,1.78
53.22,-0.89,0.21,-371.13,-7.59,8.37,0.59,1.61
53.29,0.6,-1.54,-350.55,-9.61,0.93,0.77,1.69
53.4,-0.57,1.58,-335.24,-8.45,-7.96,1.26,1.85
53.5,-1.55,2.92,-329.16,-4.91,-10.4,1.08,2.08
53.58,-1.71,-1.31,-337.69,-0.89,-7.1,0.56,2.24
53.67,-1.23,-1.83,-351.02,3.58,-7.61,0.85,2.2
53.75,-0.32,2.49,-348.22,8.05,-10.57,1.29,2.12
53.86,-1.18,1.64,-338.69,10.8,-3.77,0.64,2.02
53.95,-1.83,-2.93,-323.51,10.08,5.72,-0.01,1.89
54.16,-1.08,-1.58,-292.04,7.07,8.07,0.53,1.86
54.16,-0.71,2.35,-265.78,3.77,7.6,1.19,1.74
54.2,-0.98,1.67,-260.29,0.27,8.14,0.88,1.74
54.31,-1.04,-0.54,-252.87,-3.38,9.22,0.58,1.64
54.41,-1.18,0.19,-277.87,-6.68,7.26,0.97,1.57
54.49,-1.43,2.05,-319.04,-8.93,2.48,1.21,1.65
54.58,-1.27,1.33,-302.92,-9.7,-1.32,0.98,1.76
54.69,-1.14,-1.43,-304.29,-8.57,-2.42,0.53,2.1
54.76,-0.85,-1.12,-339.32,-5.28,-3.44,0.64,2.27
54.87,-0.07,2.18,-345.95,-1.03,-8.43,1.02,2.35
55.07,-0.52,0.08,-349.12,2.93,-12.41,0.82,2.34
55.08,-1.77,-4.04,-365.49,7.69,-8.28,0.67,2.29
55.14,-1.61,1.15,-370.42,11.19,0.48,1.13,2.15
55.23,-0.85,6.75,-352.31,10.43,5.51,1.42,1.96
55.31,-0.61,0.89,-328.55,6.76,6.78,0.63,1.76
55.43,-1.21,-5.14,-307.64,1.98,9.34,0.34,1.67
55.51,-1.13,-1.8,-189.08,-1.64,9.94,0.93,1.36
55.62,-0.16,1.09,-18.24,-2.47,9.26,0.86,1.15
55.69,-0.16,-0.03,-3.99,-2.22,9.89,0.68,1.05
55.78,-0.28,-0.24,-44.59,-2.3,9.84,0.79,0.79
55.98,-0.12,0.04,-30.38,-2.42,9.69,0.79,0.76
55.98,-0.26,-0.06,-35.55,-2.34,9.75,0.78,1.17
56.06,-0.43,-0.08,-94.86,-2.47,10.0,0.81,1.63
56.15,-1.51,0.04,-242.74,-4.33,8.85,0.82,1.83
56.24,-2.07,0.96,-367.49,-7.33,5.36,0.81,1.63
56.34,-1.13,1.87,-364.24,-9.19,0.32,0.78,1.67
56.42,-1.05,-1.01,-343.49,-8.61,-3.08,0.58,1.89
56.53,-1.13,-3.55,-355.37,-5.38,-7.75,0.78,2.09
56.61,-1.33,-0.01,-355.06,-0.49,-11.97,1.59,2.16
56.69,-1.47,3.03,-346.47,4.59,-9.01,1.49,2.15
56.9,-1.73,-1.07,-349.57,8.53,-3.3,0.39,2.12
56.9,-2.57,-4.78,-349.82,10.72,1.93,-0.03,1.98
57.0,-1.52,0.49,-326.38,9.84,5.39,0.81,1.82
57.06,-0.31,4.27,-289.17,6.77,9.04,1.27,1.7
57.17,-0.22,-0.74,-273.53,3.21,11.1,0.64,1.59
57.26,-0.49,-3.53,-291.93,-0.84,9.79,0.64,1.61
57.35,-1.39,0.56,-314.53,-4.75,7.08,1.14,1.54
57.43,-1.94,2.84,-332.8,-7.96,2.88,0.99,1.59
57.54,-1.29,-1.13,-341.39,-9.32,0.49,0.46,1.69
57.63,-0.51,-3.86,-338.81,-8.46,-3.54,0.51,1.89
57.83,-1.06,-0.55,-326.93,-5.63,-8.51,1.27,2.12
57.83,-0.61,2.85,-315.52,-1.23,-10.37,1.31,2.34
57.9,-0.21,0.64,-326.98,3.16,-11.47,0.83,2.32
57.99,-1.57,-3.43,-347.01,7.52,-7.12,0.58,2.28
58.09,-1.33,-0.54,-356.49,10.62,1.27,0.88,2.13
58.17,-0.33,5.05,-345.75,10.48,5.59,1.44,1.99
58.27,-0.67,3.0,-309.37,7.77,6.95,0.96,1.81
58.37,-1.02,-1.56,-273.1,3.96,9.42,0.46,1.8
58.46,-0.95,-1.21,-265.15,1.02,11.01,0.68,1.71
58.54,-0.93,0.67,-251.98,-1.68,9.89,0.86,1.63
58.74,-0.61,0.67,-182.7,-5.03,7.8,0.87,1.62
58.74,-0.17,0.37,-77.46,-6.59,6.83,0.8,1.5
58.83,-0.18,0.14,-18.47,-6.2,7.66,0.77,1.48
58.91,-0.28,-0.12,-26.68,-6.15,7.97,0.77,1.58
59.0,-0.15,-0.01,-40.0,-6.38,7.71,0.81,1.65
59.11,-0.78,0.07,-156.53,-7.03,6.81,1.02,1.87
59.19,-1.49,1.33,-343.37,-8.42,1.94,1.05,1.89
59.27,-1.21,2.21,-370.66,-9.43,-4.6,0.84,1.87
59.38,-1.2,-1.0,-340.74,-7.62,-5.04,0.48,2.02
59.47,-0.74,-2.07,-353.85,-2.73,-3.84,0.59,2.19
59.67,0.31,2.4,-342.62,2.59,-8.1,1.5,2.3
59.68,-0.58,1.78,-337.67,6.76,-9.89,1.37,2.33
59.75,-1.99,-3.18,-353.66,9.0,-6.43,0.56,2.24
59.84,-1.03,-1.2,-354.04,9.61,-1.68,1.08,2.1
59.91,-0.07,3.42,-319.88,8.35,3.29,1.68,1.91
60.02,-0.53,1.82,-274.31,5.47,6.54,0.94,1.71
60.1,-0.76,-1.03,-160.68,2.89,9.33,0.53,1.54
60.2,-0.34,-0.3,-20.68,1.8,10.47,0.86,1.55
60.3,-0.25,0.37,-46.98,1.68,9.93,0.85,1.82
60.41,-0.73,0.08,-185.79,0.71,10.38,0.76,1.94
60.61,-0.89,0.0,-273.7,-1.94,10.19,0.74,1.77
60.61,-1.1,0.63,-290.83,-5.31,7.31,0.78,1.6
60.67,-1.75,2.01,-297.63,-8.23,2.84,0.89,1.64
60.76,-1.11,0.18,-317.3,-9.44,0.11,0.61,1.71
60.84,0.06,-2.24,-254.46,-8.61,-2.75,0.4,1.82
60.95,-0.69,0.68,-213.45,-5.95,-6.82,1.02,2.04
61.04,-1.75,2.69,-326.43,-2.15,-8.54,1.34,2.19
61.13,-1.66,-1.43,-382.07,2.1,-6.04,0.63,2.26
61.23,-0.08,-1.41,-357.74,6.36,-4.43,0.89,2.25
61.31,0.86,3.53,-363.29,9.38,-6.49,1.15,2.18
61.53,-1.24,0.1,-359.65,10.1,-2.03,-0.02,2.01
61.53,-1.84,-5.61,-348.14,7.84,8.05,-0.17,1.83
61.58,-0.57,-3.52,-320.3,3.73,12.68,0.7,1.66
61.68,-0.99,1.1,-283.11,-0.88,10.98,1.28,1.59
61.76,-0.87,1.62,-171.34,-3.86,9.21,1.05,1.38
61.86,-0.08,-0.2,-19.18,-4.3,9.05,0.69,1.12
61.95,-0.25,-0.29,-7.19,-4.02,8.9,0.82,1.13
62.05,-0.38,0.09,-43.47,-4.1,9.05,0.81,1.13
62.13,-0.19,0.11,-31.41,-4.44,9.06,0.75,1.27
62.23,-0.25,-0.01,-122.02,-4.64,9.66,0.73,1.71
62.44,-1.33,0.63,-306.83,-6.3,8.08,1.07,1.87
62.45,-1.84,2.35,-370.64,-8.64,3.55,1.38,1.72
62.51,-1.06,2.1,-340.47,-9.05,-1.86,1.11,1.87
62.6,-1.19,-1.24,-352.0,-7.07,-7.32,0.63,2.08
62.7,-0.87,-2.04,-358.86,-2.79,-11.07,0.63,2.29
62.78,-0.13,1.79,-342.93,2.77,-12.83,1.05,2.41
62.86,-0.82,1.9,-343.49,7.6,-9.17,0.97,2.42
62.99,-1.55,-2.67,-352.55,9.93,-0.06,0.36,2.31
63.05,-0.92,-2.01,-330.28,10.13,6.51,0.39,2.17
63.17,-0.22,2.25,-274.81,8.25,6.64,1.21,1.98
63.37,-0.57,1.73,-215.34,5.49,7.32,1.14,1.93
63.37,-0.71,-0.24,-151.5,3.56,9.98,0.75,1.83
63.43,-0.32,-0.01,-79.05,2.18,9.84,0.89,1.77
63.51,-0.11,0.14,-27.97,1.68,9.33,0.83,1.86
63.61,-0.25,0.03,-40.54,1.68,9.97,0.77,1.84
63.69,-0.59,-0.15,-138.88,0.43,9.89,0.82,1.92
63.83,-0.69,-0.51,-157.84,-2.29,8.77,0.79,1.82
63.9,-0.34,-0.26,-32.77,-3.78,8.74,0.78,1.33
63.97,-0.1,0.13,-2.55,-3.49,9.39,0.85,1.15
64.06,-0.11,0.03,-41.17,-3.26,9.31,0.83,1.02
64.27,-0.06,-0.08,-31.02,-3.38,9.27,0.78,0.96
64.28,-0.04,-0.09,-28.74,-3.55,9.34,0.76,1.27
64.35,-0.45,-0.01,-114.16,-3.76,9.85,0.74,1.72
64.43,-0.93,-0.73,-289.94,-5.01,10.03,0.48,1.94
64.54,-1.07,-0.19,-375.35,-7.94,6.48,0.62,1.83
64.63,-0.64,2.78,-345.21,-9.96,-1.85,1.24,1.91
64.72,-0.38,1.43,-337.3,-8.43,-7.97,1.05,2.08
64.8,-1.19,-3.12,-358.33,-4.22,-8.17,0.49,2.21
64.9,-1.02,-1.63,-361.3,1.46,-6.72,0.79,2.31
64.98,-0.16,3.41,-347.95,7.19,-7.16,1.29,2.34
65.2,-0.75,2.15,-344.2,9.86,-6.62,0.86,2.27
65.2,-1.38,-3.12,-345.23,9.88,1.29,0.35,2.16
65.26,-0.98,-2.46,-321.85,8.68,7.11,0.78,2.04
65.36,-0.65,0.94,-204.6,6.16,6.26,1.36,1.88
65.45,-0.34,0.51,-43.25,4.83,7.75,0.99,1.89
65.55,-0.14,-0.35,-8.69,5.12,9.23,0.67,1.97
65.64,-0.39,0.2,-131.57,5.01,9.59,0.87,2.19
65.74,-0.76,1.37,-280.11,3.23,10.54,0.85,2.26
65.82,-0.88,1.83,-262.07,-0.86,9.61,0.75,1.8
65.92,-0.56,0.22,-108.37,-3.85,8.84,0.77,1.52
66.13,-0.23,-0.4,-13.34,-3.79,9.25,0.86,1.18
66.13,-0.19,0.29,-21.73,-3.5,9.21,0.84,1.06
66.18,-0.23,0.15,-37.71,-3.99,9.16,0.78,0.95
66.28,-0.15,-0.07,-29.57,-4.2,9.18,0.77,1.07
66.37,0.01,0.11,-32.12,-3.91,9.06,0.79,1.53
66.46,0.02,0.08,-39.22,-3.74,9.04,0.8,2.03
66.57,-0.14,-0.04,-39.77,-3.9,9.06,0.75,2.33
66.63,-0.14,0.09,-34.89,-4.04,9.1,0.73,2.37
66.73,-0.12,0.03,-30.67,-4.03,9.14,0.77,2.11
66.82,-0.22,-0.16,-30.47,-4.07,9.09,0.81,1.74
67.03,-0.22,-0.17,-31.65,-4.25,9.14,0.85,1.59
67.03,-0.16,-0.11,-31.4,-4.3,9.2,0.83,1.23
67.11,-0.11,0.21,-30.31,-4.14,9.01,0.79,1.08
67.2,-0.21,0.34,-29.68,-3.98,8.86,0.78,1.0
67.29,-0.36,0.12,-30.51,-4.02,9.02,0.82,1.02
67.38,-0.28,-0.02,-31.39,-4.14,9.17,0.83,1.44
67.49,-0.1,-0.11,-31.1,-4.14,9.13,0.76,1.98
67.57,-0.04,-0.08,-30.54,-4.12,9.05,0.76,2.32
67.68,-0.18,0.03,-30.4,-4.24,9.01,0.83,2.37
67.75,-0.2,0.13,-30.16,-4.31,8.96,0.8,2.14
67.95,-0.07,0.22,-30.16,-4.14,8.91,0.72,1.74
67.95,0.02,0.45,-30.08,-3.87,9.0,0.79,1.53
68.02,0.06,0.53,-30.11,-3.91,9.16,0.85,1.26
68.12,-0.16,0.04,-30.92,-4.08,9.1,0.83,1.05
68.22,-0.26,-0.07,-30.81,-4.05,8.97,0.81,0.99
68.3,-0.2,0.06,-30.61,-4.0,9.04,0.79,0.96
68.42,-0.29,-0.1,-31.17,-4.25,9.12,0.77,1.27
68.49,-0.35,-0.09,-31.02,-4.48,9.1,0.79,1.76
68.57,-0.17,0.09,-30.36,-4.28,9.01,0.77,2.14
68.66,0.06,0.23,-30.36,-3.98,9.02,0.71,2.26
68.87,-0.0,0.1,-30.96,-4.0,9.12,0.7,2.17
68.87,-0.14,-0.03,-30.82,-4.12,9.11,0.72,1.82
68.97,-0.08,-0.07,-30.61,-4.14,9.07,0.78,1.5
69.04,-0.13,-0.14,-31.2,-4.28,9.05,0.76,1.31
69.14,-0.32,0.02,-46.01,-4.31,9.53,0.74,1.01
69.22,0.5,-1.54,-188.22,-5.34,9.94,0.61,0.75
69.31,0.45,-2.46,-374.77,-8.19,6.08,0.73,0.83
69.42,-1.46,1.82,-369.58,-9.62,-3.29,1.21,1.45
69.49,-1.57,4.32,-320.41,-8.18,-9.97,1.12,1.92
69.61,-1.3,-0.67,-353.91,-4.41,-7.03,0.46,2.37
69.82,-0.97,-2.48,-366.86,1.12,-4.26,0.77,2.53
69.82,-0.09,2.96,-353.12,6.38,-6.6,1.78,2.53
69.87,-1.06,2.53,-353.16,9.58,-5.42,1.42,2.49
69.98,-1.44,-3.98,-362.51,9.8,-1.5,0.38,2.35
70.05,-0.75,-4.14,-317.13,8.57,3.01,0.38,2.18
70.15,-0.5,0.56,-157.63,6.43,6.98,0.97,2.07
70.24,-0.25,1.18,-10.21,5.02,8.44,0.98,1.58
70.33,-0.14,-0.16,-13.45,5.38,8.6,0.73,1.42
70.42,-0.12,0.09,-42.62,5.41,8.45,0.8,1.42
70.5,-0.24,0.11,-29.73,5.22,8.57,0.89,1.38
70.71,-0.26,-0.05,-29.66,5.34,8.54,0.9,1.67
70.72,-0.21,0.02,-49.13,5.32,8.53,0.84,1.91
70.78,-0.34,0.08,-57.9,4.93,8.55,0.8,2.05
70.88,-0.69,-0.07,-66.95,3.88,8.73,0.85,2.23
70.97,-0.94,0.0,-147.21,1.48,9.4,0.94,2.36
71.07,-0.49,0.47,-146.44,-0.76,9.88,0.9,1.75
71.18,-0.13,0.36,-32.77,-0.86,10.21,0.79,1.45
71.26,-0.84,1.05,-145.68,-1.65,9.87,0.91,0.97
71.35,-2.06,1.85,-385.07,-5.54,7.39,1.05,0.05
71.45,-1.49,-1.12,-399.09,-8.59,4.7,0.63,-0.3
71.66,-0.52,-3.68,-331.97,-8.61,-0.39,0.34,0.94
71.66,-1.55,-1.08,-339.98,-6.1,-6.94,0.93,2.12
71.72,-1.26,2.83,-352.79,-1.31,-10.17,1.04,2.38
71.81,-0.74,1.23,-362.37,2.73,-10.21,0.53,2.29
71.89,-1.48,-3.04,-367.79,6.09,-9.15,0.85,1.52
71.99,-0.66,1.07,-361.24,9.04,-8.6,1.76,0.81
72.07,-0.06,6.79,-341.24,9.36,-3.27,1.84,0.99
72.18,-0.52,3.48,-280.39,7.58,4.43,0.97,1.83
72.27,-0.53,-0.65,-141.12,5.37,8.71,0.68,1.64
72.37,-0.13,-0.26,-14.71,4.77,9.24,0.92,1.17
72.58,-0.37,0.58,-181.61,4.19,8.66,0.9,0.63
72.58,-1.51,0.76,-459.61,-0.28,8.08,0.83,-1.11
72.64,-0.4,-1.62,-429.93,-6.42,6.97,0.49,-1.08
72.74,0.78,-3.32,-322.85,-9.55,2.76,0.62,1.08
72.83,-1.64,1.09,-339.46,-9.14,-5.94,1.37,2.09
72.92,-2.13,4.51,-346.52,-6.71,-10.67,1.2,2.42
73.01,-0.94,0.85,-342.25,-2.82,-8.1,0.38,2.68
73.09,-1.56,-3.61,-346.09,2.29,-5.38,0.04,2.9
73.19,-1.46,-0.43,-336.95,7.14,-5.93,0.79,3.34
73.29,-0.63,3.99,-290.86,10.01,-4.6,1.57,4.15
73.5,-0.19,1.7,-154.18,10.18,-1.92,1.16,4.91
73.5,-0.05,-0.68,-15.87,9.73,-0.25,0.88,4.64
73.56,-0.19,-0.06,-13.66,9.92,0.09,1.01,4.27
73.64,-0.38,0.22,-62.38,9.93,-0.32,0.9,3.96
73.73,-1.22,-0.72,-180.85,9.63,1.22,0.93,3.65
73.83,-1.71,-2.12,-300.85,8.27,4.95,0.77,2.95
73.93,-0.49,-1.45,-168.49,6.55,7.94,0.49,2.95
74.01,0.22,0.17,-0.35,6.32,7.94,0.71,3.63
74.12,-0.11,-0.1,-17.7,6.79,7.43,0.9,3.7
74.2,-0.29,-0.32,-43.06,6.8,7.39,0.89,3.59
74.4,-0.3,0.08,-26.0,6.8,7.38,0.87,2.86
74.41,-0.18,0.05,-27.53,6.88,7.53,0.83,2.14
74.48,-0.12,0.01,-32.04,6.82,7.44,0.88,2.08
74.56,-0.14,0.08,-31.16,6.79,7.28,0.94,2.03
74.66,-0.13,0.12,-30.66,6.92,7.08,0.93,1.98
74.76,0.03,0.08,-30.41,6.92,7.04,0.86,2.17
74.85,-0.01,0.05,-30.51,6.83,7.26,0.88,2.32
74.94,-0.15,0.06,-30.95,6.81,7.3,0.87,2.74
75.02,-0.18,0.15,-30.8,6.8,7.19,0.85,3.5
75.13,-0.16,0.06,-30.66,6.74,7.31,0.94,3.57
75.34,-0.21,-0.14,-30.1,6.74,7.45,0.92,3.57
75.34,-0.29,0.09,-30.15,6.77,7.48,0.81,2.97
75.4,-0.18,0.23,-31.34,6.82,7.39,0.85,2.17
75.49,0.03,-0.02,-31.43,6.92,7.19,0.87,1.99
75.59,0.03,-0.0,-30.5,6.89,7.22,0.83,1.96
75.69,-0.16,0.27,-30.67,6.79,7.29,0.85,1.85
75.77,-0.16,0.26,-31.35,6.79,7.31,0.91,2.02
75.85,-0.08,-0.01,-31.38,6.84,7.43,0.92,2.2
75.94,-0.05,-0.18,-31.32,6.83,7.49,0.88,2.5
76.04,-0.06,-0.12,-28.51,6.79,7.32,0.87,3.24
76.25,-0.19,0.14,-26.36,6.77,7.13,0.88,3.47
76.25,-0.15,0.34,-29.99,6.83,7.09,0.87,3.51
76.32,-0.02,0.12,-31.5,6.88,7.16,0.82,3.11
76.41,-0.17,-0.11,-30.07,6.89,7.19,0.79,2.25
76.49,-0.3,0.03,-30.92,6.84,7.25,0.85,1.87
76.59,-0.18,0.06,-31.94,6.78,7.44,0.91,1.86
76.7,-0.08,-0.01,-30.6,6.8,7.42,0.93,1.75
76.77,-0.17,0.03,-28.97,6.77,7.23,0.95,1.85
76.86,-0.28,0.06,-30.06,6.68,7.38,0.95,2.03
76.97,-0.22,0.19,-32.81,6.8,7.49,0.93,2.28
77.17,-0.18,0.26,-33.66,6.97,7.31,0.86,2.92
77.17,-0.25,0.03,-31.2,6.9,7.2,0.77,3.37
77.26,-0.18,-0.0,-30.07,6.8,7.32,0.8,3.31
77.33,-0.06,0.2,-30.93,6.77,7.5,0.89,3.08
77.41,-0.15,0.11,-30.66,6.83,7.3,0.86,2.28
77.52,-0.19,-0.07,-29.97,6.94,7.06,0.8,1.82
77.6,-0.07,-0.1,-30.29,6.89,7.2,0.85,1.88
77.7,-0.13,-0.09,-31.21,6.86,7.32,0.91,1.82
77.78,-0.17,0.02,-31.0,6.91,7.27,0.91,1.81
77.87,-0.13,0.1,-30.69,6.83,7.39,0.91,2.0
78.07,-0.2,0.01,-30.47,6.77,7.41,0.91,2.18
78.07,-0.18,0.07,-29.99,6.75,7.41,0.88,2.65
78.16,-0.04,0.21,-30.49,6.77,7.38,0.86,3.25
78.24,-0.05,0.06,-30.64,6.86,7.11,0.85,3.15
78.33,-0.19,-0.01,-30.5,6.9,7.04,0.86,3.03
78.43,-0.24,0.09,-31.0,6.86,7.22,0.86,2.38
78.53,-0.15,0.07,-31.37,6.85,7.36,0.86,1.75
78.62,-0.13,0.04,-31.34,6.87,7.31,0.9,1.75
78.71,-0.27,0.0,-30.9,6.86,7.24,0.91,1.72
78.8,-0.37,0.01,-30.75,6.82,7.33,0.9,1.68
78.99,-0.31,-0.07,-31.24,6.8,7.47,0.88,1.88
79.0,-0.17,0.05,-31.39,6.83,7.37,0.86,2.06
79.08,-0.11,0.18,-30.84,6.87,7.23,0.86,2.44
79.16,-0.21,0.02,-30.55,6.88,7.09,0.87,3.1
79.26,-0.23,0.11,-30.44,6.8,7.11,0.87,3.07
79.35,-0.14,0.13,-29.21,6.73,7.17,0.83,2.98
79.46,-0.07,-0.02,-29.23,6.77,7.12,0.83,2.44
79.54,0.01,-0.02,-31.53,6.84,7.3,0.86,1.73
79.64,-0.01,-0.01,-32.2,6.86,7.41,0.83,1.66
79.73,-0.16,0.09,-31.06,6.83,7.26,0.84,1.65
79.93,-0.2,0.12,-30.86,6.86,7.26,0.89,1.56
79.93,-0.16,-0.04,-31.18,6.86,7.48,0.92,1.76
80.0,-0.21,0.0,-30.87,6.81,7.46,0.93,1.96
80.08,-0.14,0.19,-30.7,6.83,7.19,0.91,2.22
80.19,0.07,-0.62,-7.16,6.55,7.11,1.07,2.82
80.27,0.19,-1.27,6.57,6.41,7.21,1.18,2.61
80.37,-0.01,-0.3,-27.71,6.91,7.18,0.91,2.0
80.47,-0.26,0.22,-39.79,7.09,7.1,0.81,1.97
80.55,-0.31,0.08,-27.67,6.9,7.15,0.9,1.96
80.65,-0.17,0.19,-30.2,6.93,7.17,0.88,1.96
80.85,-0.08,0.1,-31.42,6.98,7.16,0.86,1.96
80.85,-0.17,0.09,-30.32,6.98,7.17,0.82,1.95
80.95,-0.27,0.15,-30.6,6.94,7.17,0.84,1.95
81.01,-0.28,0.02,-30.84,6.92,7.13,0.9,1.95
81.11,-0.2,-0.03,-30.7,6.93,7.11,0.91,1.95
81.19,-0.13,-0.02,-30.69,6.99,7.17,0.87,1.95
81.3,-0.09,-0.06,-30.77,6.98,7.18,0.86,1.95
81.39,-0.14,0.05,-30.76,6.91,7.12,0.88,1.94
81.46,-0.23,0.1,-30.77,6.91,7.16,0.85,1.94
81.56,-0.17,-0.03,-30.81,6.91,7.21,0.82,1.94
81.76,-0.18,-0.1,-30.8,6.91,7.18,0.81,1.94
81.77,-0.12,-0.06,-30.78,6.95,7.17,0.81,1.94
81.83,-0.09,0.07,-30.72,6.97,7.21,0.86,1.94
81.95,-0.24,0.12,-30.67,6.96,7.18,0.86,1.94
82.02,-0.21,0.12,-30.71,6.97,7.15,0.8,1.94
82.11,-0.09,0.1,-30.72,6.97,7.15,0.83,1.93
82.2,-0.09,-0.02,-30.7,6.9,7.16,0.88,1.93
82.3,-0.16,-0.04,-30.71,6.9,7.17,0.84,1.93
82.4,-0.16,-0.05,-30.79,6.94,7.15,0.86,1.93
82.49,-0.06,-0.05,-30.75,6.92,7.16,0.96,1.93
82.68,-0.07,0.06,-30.68,6.94,7.2,0.93,1.93
82.68,-0.08,0.09,-30.69,6.95,7.16,0.85,1.93
82.77,-0.06,0.08,-30.6,6.97,7.14,0.87,1.93
82.85,-0.13,-0.04,-30.62,6.96,7.17,0.93,1.92
82.95,-0.18,-0.04,-30.71,6.94,7.18,0.91,1.93
83.03,-0.13,0.13,-30.66,6.95,7.19,0.86,1.92
