Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
41.3,-0.11,0.0,0.14,-9.44,2.56,0.8,-0.27
41.35,-0.03,-0.05,0.03,-9.42,2.58,0.81,-0.27
41.44,-0.0,-0.09,-0.07,-9.44,2.62,0.8,-0.27
41.55,-0.17,0.08,-0.01,-9.46,2.61,0.78,-0.28
41.64,-0.1,0.13,0.07,-9.42,2.59,0.76,-0.28
41.74,0.07,0.01,0.05,-9.42,2.59,0.76,-0.29
41.83,-0.1,-0.09,0.03,-9.45,2.58,0.75,-0.29
41.92,-0.21,-0.01,0.02,-9.47,2.61,0.74,-0.29
42.0,-0.04,0.1,-0.06,-9.45,2.64,0.77,-0.29
42.2,0.08,0.03,-0.05,-9.42,2.6,0.77,-0.3
42.2,0.04,-0.0,0.13,-9.45,2.6,0.78,-0.3
42.29,0.01,0.02,0.16,-9.46,2.63,0.85,-0.3
42.38,-0.07,-0.04,-0.04,-9.45,2.62,0.87,-0.3
42.48,-0.22,-0.06,-0.06,-9.46,2.58,0.81,-0.3
42.57,-0.22,-0.03,0.08,-9.47,2.54,0.77,-0.31
42.64,-0.0,0.03,0.07,-9.47,2.56,0.79,-0.31
42.74,0.1,0.09,0.06,-9.45,2.61,0.79,-0.31
42.84,-0.03,0.16,0.08,-9.46,2.58,0.74,-0.31
42.93,-0.07,0.11,0.08,-9.46,2.57,0.75,-0.31
43.13,-0.04,-0.05,0.1,-9.45,2.6,0.77,-0.31
43.13,-0.09,0.01,-0.06,-9.41,2.56,0.75,-0.32
43.23,-0.15,0.05,-0.09,-9.41,2.57,0.72,-0.32
43.29,-0.14,0.08,0.05,-9.44,2.61,0.73,-0.32
43.39,-0.09,0.27,0.02,-9.43,2.6,0.82,-0.32
43.48,-0.08,0.26,0.09,-9.41,2.6,0.82,-0.33
43.57,-0.08,0.15,0.16,-9.41,2.6,0.76,-0.33
43.66,-0.21,0.18,0.1,-9.41,2.58,0.77,-0.33
43.75,-0.31,0.16,0.1,-9.43,2.57,0.79,-0.33
43.85,-0.15,0.08,0.09,-9.44,2.59,0.78,-0.34
44.05,-0.08,0.06,0.03,-9.45,2.62,0.77,-0.34
44.05,-0.08,0.07,-0.02,-9.43,2.61,0.79,-0.34
44.11,-0.04,0.04,-0.09,-9.42,2.59,0.73,-0.34
44.22,-0.05,0.03,-0.1,-9.43,2.58,0.69,-0.35
44.3,-0.06,0.08,0.05,-9.43,2.58,0.73,-0.35
44.41,-0.09,0.08,0.11,-9.41,2.6,0.77,-0.35
44.5,-0.08,0.08,0.08,-9.44,2.59,0.85,-0.35
44.6,-0.02,0.1,0.05,-9.45,2.58,0.84,-0.35
44.67,-0.02,0.0,0.03,-9.42,2.61,0.79,-0.36
44.76,-0.08,-0.08,0.15,-9.4,2.58,0.8,-0.36
44.97,-0.18,-0.05,0.18,-9.43,2.54,0.78,-0.36
44.97,-0.12,0.01,0.06,-9.46,2.58,0.74,-0.36
45.05,0.03,0.05,-0.0,-9.42,2.59,0.76,-0.36
45.14,-0.05,0.02,-0.05,-9.44,2.57,0.82,-0.36
45.24,-0.14,-0.03,-0.04,-9.46,2.57,0.81,-0.36
45.32,-0.02,0.05,-0.03,-9.44,2.59,0.8,-0.36
45.42,0.05,0.05,-0.08,-9.42,2.6,0.79,-0.36
45.5,-0.1,0.01,0.0,-9.42,2.58,0.8,-0.36
45.6,-0.14,0.04,0.08,-9.43,2.59,0.79,-0.37
45.68,-0.0,0.04,0.06,-9.41,2.62,0.8,-0.37
45.88,-0.03,0.08,0.02,-9.43,2.61,0.8,-0.37
45.88,-0.12,0.11,0.05,-9.44,2.63,0.76,-0.37
45.97,-0.14,0.19,0.07,-9.41,2.63,0.75,-0.37
46.05,-0.09,0.23,0.06,-9.46,2.59,0.79,-0.37
46.14,0.05,0.06,0.08,-9.48,2.59,0.81,-0.37
46.26,-0.02,-0.1,0.06,-9.47,2.58,0.8,-0.37
46.35,-0.13,-0.04,0.08,-9.5,2.55,0.79,-0.37
46.42,-0.1,0.13,0.05,-9.52,2.57,0.77,-0.37
46.51,-0.15,0.17,-0.05,-9.48,2.59,0.77,-0.37
46.6,-0.07,0.03,-0.08,-9.42,2.58,0.78,-0.37
46.79,-0.06,-0.01,-0.14,-9.44,2.6,0.77,-0.37
46.8,-0.09,0.03,-0.13,-9.45,2.6,0.78,-0.38
46.89,0.01,-0.06,-0.0,-9.41,2.58,0.84,-0.38
46.97,-0.07,-0.01,0.07,-9.42,2.58,0.87,-0.37
47.07,-0.12,0.17,0.14,-9.44,2.59,0.81,-0.37
47.17,-0.1,0.12,0.12,-9.46,2.59,0.75,-0.38
47.25,-0.07,0.06,0.01,-9.49,2.61,0.79,-0.38
47.36,-0.0,0.08,0.03,-9.49,2.63,0.8,-0.38
47.45,-0.04,0.06,-0.06,-9.45,2.63,0.75,-0.38
47.53,-0.08,0.03,-0.19,-9.45,2.6,0.77,-0.39
47.72,-0.1,-0.02,-0.09,-9.48,2.58,0.77,-0.39
47.73,-0.2,0.04,0.03,-9.46,2.61,0.72,-0.39
47.82,-0.27,0.07,0.07,-9.46,2.61,0.77,-0.38
47.91,-0.16,0.13,0.0,-9.49,2.54,0.79,-0.37
47.99,-0.02,0.25,-0.02,-9.49,2.53,0.76,-0.37
48.09,-0.13,0.21,0.19,-9.46,2.59,0.76,-0.37
48.18,-0.21,0.07,0.16,-9.45,2.59,0.75,-0.37
48.28,0.09,0.26,71.54,-9.25,2.69,0.84,-0.03
48.37,0.5,0.02,207.89,-8.42,3.99,0.84,0.86
48.46,0.41,-0.63,205.63,-6.87,6.76,0.68,0.94
48.67,-0.03,-0.32,105.06,-4.95,8.99,0.76,0.76
48.68,0.01,0.03,137.38,-2.91,9.56,0.84,0.68
48.75,0.49,-0.4,208.59,-0.71,9.29,0.75,0.71
48.81,0.66,-0.44,168.4,2.0,9.3,0.74,0.68
48.92,0.39,0.02,66.84,4.42,9.33,0.81,0.65
49.02,0.14,0.04,-10.69,5.15,8.98,0.83,1.02
49.12,-0.07,-0.07,-10.31,4.91,8.67,0.82,1.04
49.19,-0.15,0.03,6.81,4.88,8.65,0.84,0.92
49.29,-0.09,0.08,0.06,4.96,8.68,0.83,1.0
49.39,0.24,-0.28,101.7,5.87,8.45,0.8,1.31
49.63,0.54,-0.49,202.57,7.72,6.68,0.85,0.96
49.63,0.37,0.18,145.2,9.01,3.87,0.97,0.72
49.66,0.39,-0.02,130.31,9.76,2.42,0.92,0.81
49.75,0.47,-0.78,153.71,10.16,1.38,0.88,0.87
49.84,0.25,-0.22,80.31,9.88,-1.1,0.95,1.01
49.92,0.06,0.34,-6.03,9.33,-3.55,0.98,1.2
50.01,-0.04,0.07,-12.08,9.16,-3.83,0.96,1.55
50.11,-0.07,-0.12,6.22,9.23,-3.26,0.99,1.37
50.21,-0.03,-0.07,-6.22,9.22,-3.28,1.01,0.45
50.29,-0.26,-0.52,-96.25,9.41,-2.25,0.91,-1.08
