Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
36.7,-0.05,0.14,-0.31,4.79,8.78,0.76,5.16
36.79,0.04,0.17,1.45,4.9,8.57,0.76,4.17
36.88,-0.0,-0.06,0.9,4.84,8.7,0.77,3.75
36.98,0.03,-0.06,-0.56,4.78,8.88,0.83,3.95
37.07,-0.07,0.19,-0.74,4.82,8.76,0.88,4.2
37.27,-0.21,0.2,0.07,4.83,8.63,0.83,4.55
37.27,-0.1,-0.04,-0.17,4.69,8.87,0.79,4.64
37.34,0.0,0.02,0.07,4.6,9.06,0.84,4.55
37.44,0.04,0.19,2.05,4.69,8.81,0.85,4.96
37.52,0.12,-0.05,0.91,4.74,8.73,0.82,5.5
37.62,0.01,-0.14,-0.97,4.72,8.95,0.82,5.46
37.71,0.07,0.25,32.87,4.82,9.89,0.79,5.16
37.79,0.26,0.39,53.2,5.01,10.32,0.82,3.23
37.88,0.03,0.11,6.72,5.25,8.84,0.94,1.67
37.98,-0.06,0.08,-10.24,5.35,8.14,0.93,1.32
38.18,0.04,0.16,5.02,5.28,8.57,0.82,1.22
38.18,-0.01,0.05,1.06,5.29,8.54,0.8,1.21
38.26,-0.07,-0.1,-0.77,5.34,8.44,0.82,1.21
38.36,-0.03,-0.15,0.59,5.33,8.42,0.82,1.23
38.44,-0.01,0.03,0.19,5.35,8.42,0.81,1.23
38.53,-0.08,0.19,-0.08,5.36,8.46,0.83,1.24
38.64,-0.06,0.11,0.14,5.28,8.45,0.9,1.24
38.71,0.03,0.08,0.15,5.27,8.45,0.87,1.24
38.82,0.03,0.19,0.15,5.33,8.49,0.81,1.25
38.89,-0.11,0.13,0.23,5.33,8.48,0.8,1.25
39.1,-0.11,0.02,0.18,5.29,8.49,0.8,1.25
39.1,-0.0,0.07,0.1,5.27,8.5,0.83,1.25
39.19,-0.08,0.08,0.07,5.21,8.45,0.88,1.24
39.27,-0.11,0.01,0.01,5.23,8.41,0.87,1.24
39.35,-0.04,0.04,-0.07,5.28,8.44,0.8,1.24
39.45,-0.09,0.13,-0.03,5.28,8.46,0.81,1.24
39.55,-0.34,0.34,0.07,5.43,8.66,0.87,1.23
39.64,-0.46,0.2,0.02,5.47,8.86,0.82,1.23
39.74,-0.03,-0.19,0.01,5.22,8.52,0.78,1.23
39.83,0.19,0.01,0.12,5.18,8.27,0.84,1.23
40.05,-0.06,0.19,0.09,5.26,8.42,0.84,1.23
40.05,-0.09,0.04,-0.04,5.26,8.46,0.83,1.23
40.11,-0.06,-0.02,-0.02,5.28,8.49,0.86,1.23
40.19,-0.19,0.01,0.01,5.3,8.54,0.85,1.22
40.28,-0.22,0.02,0.0,5.33,8.5,0.85,1.22
40.36,-0.14,0.05,0.07,5.32,8.49,0.88,1.22
40.47,-0.13,0.02,-0.02,5.3,8.5,0.85,1.22
40.55,-0.11,0.01,-0.05,5.29,8.48,0.84,1.22
40.65,-0.01,0.12,0.04,5.27,8.47,0.91,1.21
40.75,-0.01,0.08,0.04,5.29,8.46,0.9,1.21
40.99,-0.16,0.08,-0.01,5.3,8.45,0.84,1.21
41.0,-0.1,0.16,0.01,5.31,8.45,0.82,1.21
41.02,0.13,0.07,-0.02,5.3,8.45,0.79,1.21
41.12,0.13,-0.06,-0.12,5.29,8.47,0.8,1.21
41.22,-0.1,-0.06,0.01,5.29,8.46,0.85,1.22
41.31,-0.18,0.05,0.08,5.24,8.46,0.84,1.22
41.38,-0.06,0.11,0.05,5.25,8.48,0.87,1.22
41.48,-0.06,0.14,0.12,5.31,8.48,0.86,1.22
41.58,-0.15,0.13,0.1,5.33,8.46,0.82,1.21
41.66,-0.16,0.07,0.03,5.32,8.46,0.83,1.21
42.23,-0.07,0.07,-0.06,5.28,8.47,0.83,1.2
42.23,-0.02,0.1,-0.08,5.27,8.46,0.87,1.2
42.24,-0.02,0.02,0.02,5.31,8.46,0.89,1.2
42.24,-0.01,-0.04,0.11,5.31,8.47,0.9,1.19
42.25,-0.09,0.12,0.03,5.38,8.56,0.91,1.19
42.25,-0.14,0.22,-0.03,5.36,8.65,0.87,1.18
42.3,-0.19,0.1,0.02,5.2,8.56,0.91,1.17
42.4,-0.28,0.03,0.01,5.22,8.48,0.9,1.18
42.49,-0.23,0.04,0.11,5.36,8.51,0.8,1.18
42.58,-0.07,0.09,0.21,5.35,8.49,0.85,1.18
