Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
68.72,0.53,0.44,-342.47,6.18,-15.39,0.67,2.26
68.72,0.26,1.36,-349.45,9.38,-11.39,1.87,3.06
68.72,-0.29,0.03,-330.8,9.96,9.58,0.72,3.87
68.73,-1.22,-0.52,-367.17,4.63,5.09,0.34,4.29
68.73,-0.89,1.09,-360.26,0.19,4.15,1.01,4.19
68.95,0.07,0.25,-322.8,-2.31,20.35,0.48,3.75
68.95,-0.58,0.06,-337.1,-7.77,12.07,0.08,3.04
68.95,-0.78,1.16,-332.84,-10.96,1.0,-0.28,2.36
68.95,-0.05,1.06,-328.07,-8.39,6.77,-1.05,1.9
68.95,0.03,0.67,-367.92,-3.09,0.21,0.15,1.66
68.96,0.68,0.36,-355.85,2.65,-9.25,1.19,1.65
68.96,0.74,-1.08,-312.35,8.17,1.06,-0.02,2.05
68.96,-0.0,-0.91,-329.36,10.66,3.05,0.22,2.78
68.96,-0.04,0.84,-340.16,10.72,0.06,1.32,3.65
68.96,-0.4,-0.81,-338.87,7.9,7.15,0.52,4.24
69.2,-0.94,-1.46,-369.0,0.85,1.74,0.27,4.29
69.2,-0.13,-0.06,-362.37,-3.02,7.53,0.71,3.92
69.2,0.0,-0.24,-335.51,-4.98,11.19,0.86,3.28
69.2,-0.89,0.39,-338.14,-8.55,-11.37,1.83,2.57
69.2,0.11,1.9,-332.25,-8.62,-14.42,1.62,2.02
69.2,0.7,1.34,-348.43,-4.02,-5.62,1.14,1.71
69.2,-0.15,-1.04,-386.0,1.3,-14.22,2.26,1.64
69.21,0.08,-0.18,-351.29,5.34,-15.13,1.67,1.95
69.21,0.41,1.03,-316.41,8.02,-6.73,-0.11,2.62
69.21,0.28,-0.9,-339.75,9.86,1.65,0.12,3.53
69.42,-0.15,0.12,-328.45,10.21,14.49,0.91,4.24
69.42,-0.91,1.37,-327.29,5.71,14.46,0.61,4.46
69.43,-0.04,-1.46,-359.95,0.32,16.04,0.21,4.15
69.43,0.31,-1.17,-356.26,-4.19,20.72,0.14,3.58
69.43,-1.1,1.35,-344.18,-9.06,8.48,0.07,2.83
69.43,-0.72,0.58,-336.73,-10.0,4.05,-0.47,2.19
69.44,0.29,1.46,-338.78,-6.51,-2.63,0.37,1.8
69.44,0.42,1.95,-362.21,-1.12,-17.19,1.9,1.64
69.44,0.19,-0.94,-363.27,5.16,-3.02,0.58,1.79
69.44,-0.22,-0.24,-353.47,9.45,5.2,0.08,2.37
69.65,0.17,1.38,-344.87,10.52,-4.9,1.25,3.19
69.65,0.1,-0.96,-324.36,8.78,-0.29,0.56,3.93
69.65,-1.43,0.59,-329.61,3.41,-2.83,0.36,4.3
69.65,-1.67,2.95,-341.32,-0.67,-2.67,1.26,4.18
69.65,-0.24,-0.51,-334.33,-3.69,7.74,0.96,3.68
69.66,-0.65,-1.03,-356.98,-7.91,-1.17,1.25,2.95
69.66,-0.93,1.07,-364.31,-9.07,-11.98,1.93,2.29
69.66,-0.11,0.33,-331.46,-6.86,-9.47,1.09,1.87
69.67,-0.06,0.53,-339.43,-2.58,-16.3,1.49,1.7
69.68,0.88,1.73,-353.37,3.13,-16.4,1.73,1.74
70.16,0.77,-0.09,-349.06,7.87,2.32,-0.08,2.14
70.16,-0.46,-0.76,-371.29,8.86,-0.58,0.12,2.85
70.17,0.01,0.63,-359.85,9.4,-2.02,1.22,3.71
70.17,0.3,-1.1,-318.23,9.28,19.46,0.64,4.29
70.18,-1.21,0.18,-330.66,3.06,15.19,0.59,4.32
70.18,-1.53,2.77,-344.53,-3.23,5.03,1.04,3.93
70.18,0.12,0.32,-335.01,-6.15,18.43,-0.02,3.27
70.18,-0.0,-0.26,-359.36,-8.69,10.63,0.02,2.54
70.19,-0.61,0.8,-355.39,-8.56,-10.97,1.16,1.98
70.19,-0.15,-0.31,-317.36,-4.73,-13.11,0.82,1.68
70.5,-0.08,-0.32,-334.44,0.51,-19.56,1.74,1.61
70.5,0.8,1.19,-357.3,5.22,-21.52,2.46,1.92
70.5,0.77,-0.31,-353.35,8.52,-5.58,0.81,2.58
70.51,-0.75,-1.11,-366.76,8.54,-2.57,0.25,3.46
70.51,-0.29,0.66,-355.88,7.89,2.93,0.94,4.15
70.51,0.66,-1.33,-328.29,6.05,21.43,0.47,4.34
70.52,-1.1,-0.23,-338.34,-0.63,16.6,0.48,4.11
70.52,-1.68,3.07,-336.47,-6.37,8.54,0.72,3.48
70.53,0.18,0.83,-335.68,-8.45,15.43,-0.53,2.75
70.53,0.01,-0.23,-364.42,-8.84,8.21,-0.54,2.14
70.86,-0.06,0.65,-339.01,-7.23,-2.86,-0.26,1.76
70.86,0.61,-0.53,-304.16,-2.43,-0.43,-1.1,1.61
70.86,0.43,-0.67,-332.64,4.09,-6.04,0.09,1.77
70.87,0.72,1.52,-343.27,9.63,-8.05,1.72,2.31
70.87,0.01,0.69,-346.15,11.04,1.43,0.9,3.14
70.88,-0.73,-1.64,-373.77,8.52,1.28,0.41,3.95
70.88,-0.12,-0.39,-353.11,7.14,12.73,0.91,4.31
70.88,-0.46,0.72,-325.13,1.89,15.3,0.54,4.16
70.89,-1.12,0.36,-338.56,-6.5,-3.07,0.62,3.66
70.89,-0.37,0.84,-326.24,-9.36,0.97,0.5,2.93
71.26,-0.2,1.05,-325.27,-8.54,1.17,0.58,2.27
71.26,-0.71,0.53,-360.1,-6.27,-18.0,2.21,1.83
71.27,0.07,1.59,-339.84,-2.77,-17.2,1.67,1.62
71.27,0.82,1.59,-311.31,1.32,-12.22,0.25,1.69
71.28,0.89,-1.7,-325.09,5.87,-19.25,1.22,2.17
71.28,0.21,-0.66,-319.97,9.28,-13.36,1.91,2.94
71.28,-0.9,1.8,-334.9,8.18,-4.38,0.87,3.81
71.29,-0.32,-1.58,-364.84,5.93,7.29,0.09,4.38
71.29,-0.15,-0.96,-345.96,3.78,20.69,0.48,4.37
71.29,-1.44,2.46,-340.65,-3.33,6.93,0.63,3.95
71.53,-0.55,0.57,-340.81,-9.38,0.33,-0.18,3.25
71.53,0.44,0.28,-313.48,-9.93,10.77,-0.64,2.5
71.53,-0.61,0.93,-337.15,-8.11,0.92,0.1,1.94
71.53,-0.67,-0.46,-369.07,-4.66,-3.66,0.0,1.65
71.54,-0.01,1.65,-339.21,0.56,2.52,-0.58,1.57
71.54,0.4,2.13,-323.12,5.94,-6.3,0.26,1.88
71.54,0.66,-2.06,-331.59,10.22,-4.82,1.01,2.53
71.54,-0.34,0.11,-330.56,10.75,1.76,1.23,3.42
71.54,-1.05,3.04,-341.32,6.93,-4.7,1.12,4.1
71.54,0.24,-2.02,-345.6,4.67,10.51,0.52,4.28
71.75,-0.2,-1.87,-352.26,0.16,17.26,0.68,4.0
71.76,-1.22,2.12,-360.63,-7.25,-2.12,1.18,3.4
71.76,0.38,0.68,-333.65,-8.97,-1.66,0.83,2.69
71.76,0.39,1.11,-327.16,-7.46,-5.92,1.36,2.09
71.76,-0.0,2.38,-354.54,-4.97,-21.15,2.64,1.74
71.76,0.56,0.09,-359.98,-0.12,-9.96,1.48,1.58
71.77,-0.03,0.61,-363.55,4.17,-2.32,0.36,1.74
71.77,0.31,1.93,-353.5,8.59,-6.09,1.09,2.32
71.77,0.46,-1.16,-318.03,12.11,7.72,0.61,3.16
71.77,-1.19,0.36,-319.39,10.18,11.69,0.57,4.0
72.02,-1.44,3.41,-330.2,6.67,10.13,1.25,4.34
72.02,0.52,-0.94,-331.14,2.92,23.15,0.4,4.2
72.02,0.19,-1.84,-362.69,-3.97,17.27,0.25,3.68
72.02,-1.05,1.76,-359.75,-9.65,4.47,0.33,2.93
72.03,0.06,1.42,-321.58,-10.39,10.83,-0.95,2.28
72.03,0.31,0.87,-339.77,-7.18,0.71,0.06,1.84
72.03,0.36,1.78,-364.48,-2.34,-14.85,1.51,1.64
72.03,0.79,0.6,-362.68,2.21,-9.52,0.64,1.8
72.03,0.33,-0.59,-376.68,6.22,-10.5,1.07,2.2
72.03,0.4,0.05,-355.69,10.68,-4.77,1.55,2.99
72.28,-0.23,-0.34,-322.01,10.33,4.71,0.43,3.88
72.28,-1.46,-0.08,-335.46,4.32,-4.95,0.46,4.33
72.28,-0.95,1.3,-335.28,1.15,0.24,1.15,4.27
72.28,-0.02,0.46,-330.95,-2.19,11.01,0.71,3.84
72.29,-0.41,-0.49,-364.7,-7.95,-2.8,1.03,3.12
72.29,-0.45,0.28,-358.59,-9.59,-7.42,1.23,2.41
72.29,-0.29,0.2,-324.01,-7.49,-3.83,0.53,1.89
72.29,-0.57,-0.76,-338.8,-3.44,-18.75,1.96,1.6
72.29,0.17,0.98,-343.3,1.78,-18.79,2.09,1.56
72.3,0.7,1.94,-352.18,5.98,-1.86,0.02,1.87
72.51,0.5,-1.61,-390.65,9.93,6.91,0.14,2.52
72.51,0.04,-1.96,-360.82,12.64,15.01,0.89,3.41
72.51,-0.94,0.89,-324.84,9.3,12.81,0.68,4.11
72.51,-0.65,-0.4,-344.86,4.14,11.68,0.59,4.25
72.51,-0.26,-0.01,-333.0,0.47,21.63,0.38,3.99
72.51,-1.36,2.4,-329.76,-4.99,12.96,0.46,3.37
72.52,-0.61,0.94,-364.28,-9.35,3.99,0.15,2.62
72.52,0.58,0.95,-343.28,-9.72,10.0,-1.09,2.09
72.52,-0.25,0.72,-311.0,-6.4,-4.31,-0.4,1.82
72.52,-0.31,-2.19,-321.87,-0.7,-17.98,0.99,1.74
72.76,0.5,0.28,-324.76,3.94,-14.7,1.05,1.97
72.76,0.81,2.92,-342.84,6.57,-18.0,1.28,2.59
72.77,0.71,-2.17,-369.17,9.74,-6.46,1.1,3.46
72.77,-0.05,-2.75,-353.72,9.8,7.77,0.78,4.28
72.77,-1.08,1.41,-348.59,3.26,-0.62,0.6,4.51
72.77,-0.22,-0.73,-348.59,-1.8,4.39,0.0,4.28
72.77,-0.1,-0.56,-321.1,-4.46,10.91,0.4,3.77
72.77,-1.58,2.09,-328.72,-7.9,-8.23,1.97,2.97
72.78,-0.62,0.28,-352.85,-8.17,-7.7,1.57,2.26
72.78,0.46,0.97,-342.04,-6.14,0.13,0.37,1.82
73.06,0.56,1.58,-326.16,-2.5,-11.13,0.55,1.62
73.06,0.67,-1.53,-309.95,3.06,-4.96,-0.33,1.69
73.07,0.17,0.04,-317.02,7.51,-0.25,-0.17,2.18
73.07,0.18,2.73,-347.67,10.61,-2.59,1.34,2.96
73.07,0.09,-1.19,-351.24,12.02,14.24,0.95,3.8
73.07,-1.2,-1.96,-358.77,8.16,18.47,0.52,4.34
73.07,-1.17,1.22,-356.31,2.55,12.33,0.91,4.29
73.08,0.28,0.2,-331.92,-1.54,20.99,0.22,3.89
73.08,-0.44,-0.02,-334.85,-6.69,10.98,0.37,3.23
73.08,-0.91,1.33,-331.43,-10.11,-7.17,0.9,2.52
73.33,0.07,0.58,-339.07,-7.73,-5.59,0.77,1.98
73.33,0.04,-0.06,-375.06,-2.42,-11.53,2.05,1.71
73.33,0.29,1.28,-347.59,1.69,-15.73,1.84,1.72
73.34,0.6,1.44,-305.64,4.65,-14.19,0.32,2.07
73.34,0.38,-1.26,-322.43,7.14,-18.64,0.74,2.75
73.34,-0.28,-0.63,-325.66,9.15,-8.25,1.45,3.62
73.34,-1.14,1.36,-336.94,6.9,3.63,0.62,4.29
73.34,-0.11,-1.62,-366.19,2.68,11.26,-0.11,4.44
73.34,0.22,-1.33,-352.55,-0.17,21.92,0.16,4.11
73.34,-1.36,2.15,-344.95,-5.66,13.4,0.48,3.44
73.56,-0.43,0.95,-341.74,-10.05,5.86,-0.02,2.69
73.56,0.73,1.08,-328.8,-9.4,7.81,-0.77,2.12
73.56,0.3,1.76,-359.49,-5.51,-1.44,-0.13,1.82
73.57,-0.22,-0.98,-377.61,0.17,-0.97,0.03,1.75
73.57,-0.38,0.4,-352.52,5.84,5.05,-0.28,2.01
73.57,0.76,2.01,-338.68,9.92,-0.79,0.49,2.61
73.57,0.57,-2.1,-324.95,12.15,4.68,0.88,3.54
73.58,-1.3,-0.21,-320.05,9.46,6.58,1.19,4.34
73.58,-1.78,3.38,-345.66,2.93,-5.32,1.21,4.61
73.58,0.07,-1.54,-354.54,-0.4,7.01,0.48,4.41
73.81,0.4,-1.76,-347.23,-3.9,13.16,0.79,3.86
73.81,-1.18,1.98,-348.47,-8.52,-9.19,1.93,3.07
73.82,-0.45,0.55,-335.57,-8.55,-9.44,1.33,2.37
73.82,0.43,1.45,-331.7,-5.98,-2.02,0.46,1.91
73.82,0.47,2.76,-362.65,-1.81,-16.57,1.83,1.7
73.82,0.3,-0.73,-380.7,4.51,-10.07,1.59,1.8
73.82,-0.31,-0.65,-365.62,8.86,5.13,0.0,2.27
73.83,0.03,1.71,-351.51,8.33,-9.15,0.32,3.1
73.83,0.36,-1.3,-334.18,8.38,-3.66,0.63,3.99
73.83,-0.84,-0.35,-318.39,8.31,19.39,0.77,4.48
74.08,-1.76,3.04,-333.68,2.78,15.85,0.81,4.42
74.09,0.07,-0.56,-348.34,-2.64,15.98,-0.0,3.99
74.09,0.45,-1.06,-350.92,-6.17,11.6,0.51,3.27
74.09,-1.01,1.27,-353.78,-8.91,-9.95,1.83,2.56
74.09,-0.28,-0.08,-339.07,-7.79,-9.19,0.96,2.13
74.1,0.73,1.08,-331.06,-3.23,-9.27,0.89,1.92
74.1,0.93,2.39,-361.3,1.72,-22.19,2.32,1.97
74.1,0.41,-0.84,-382.24,6.76,-7.62,1.28,2.35
74.1,-0.43,-0.19,-364.87,10.23,6.58,0.18,3.02
74.1,-0.23,2.19,-346.3,10.57,3.5,1.0,3.89
74.36,0.4,-1.39,-327.43,9.64,16.66,1.1,4.51
74.36,-0.91,-0.17,-322.36,4.51,20.27,0.69,4.52
74.36,-2.38,3.54,-344.67,-2.36,8.0,0.74,4.15
74.36,-0.22,0.26,-354.13,-6.15,13.36,-0.03,3.51
74.36,0.88,-0.24,-352.94,-8.28,8.52,0.15,2.75
74.37,-0.94,1.16,-347.85,-8.24,-14.02,1.5,2.2
74.37,-1.12,-0.92,-320.49,-6.05,-10.72,0.22,1.83
74.37,0.03,0.63,-321.97,-1.51,-7.7,0.01,1.72
74.37,0.94,2.37,-369.19,4.46,-20.35,2.14,1.95
74.38,0.41,-2.47,-374.91,8.4,-9.83,1.09,2.56
74.64,-0.85,-2.47,-352.38,8.9,-0.63,-0.28,3.43
74.64,-0.43,1.63,-349.97,7.02,-6.03,0.62,4.22
74.64,0.53,-1.4,-334.23,3.9,4.24,0.44,4.51
74.64,-1.19,-0.32,-331.73,-1.71,7.4,0.42,4.29
74.64,-2.28,3.33,-344.9,-7.16,-8.17,1.69,3.77
74.64,0.14,0.44,-344.95,-8.62,-2.18,0.9,3.04
74.64,0.42,0.69,-350.8,-8.21,5.1,-0.31,2.39
74.65,-0.72,1.49,-333.5,-6.99,-7.61,0.29,1.99
74.65,-0.16,-1.74,-300.55,-3.16,-3.89,-0.34,1.81
74.65,0.53,0.26,-324.6,3.31,0.87,-0.63,1.93
74.93,0.79,3.17,-366.7,9.32,-3.16,0.88,2.43
74.93,0.07,-1.48,-364.99,12.7,10.15,0.94,3.2
74.93,-0.65,-2.36,-358.96,10.9,12.87,0.54,4.06
74.93,-0.18,1.31,-347.64,6.09,4.35,1.13,4.56
74.94,0.13,-0.35,-322.3,3.04,18.34,0.66,4.52
74.94,-1.32,-0.53,-329.81,-2.57,15.47,0.73,4.05
74.94,-1.36,2.14,-337.47,-9.05,-4.44,1.28,3.33
74.94,0.74,1.52,-336.36,-8.98,-3.59,0.68,2.62
74.94,0.24,1.25,-354.82,-5.21,-10.82,0.98,1.96
74.95,0.59,0.91,-352.97,-0.24,-7.34,0.38,1.95
75.19,-0.04,-0.93,-377.07,4.55,-14.39,1.53,2.24
75.19,0.43,-0.37,-351.0,8.41,-12.78,1.81,2.9
75.19,-0.16,1.14,-313.82,9.42,-1.0,0.3,3.82
75.2,-1.03,0.7,-334.63,8.09,6.06,0.42,4.65
75.2,-0.81,1.36,-331.48,6.51,19.35,1.13,4.89
75.2,-1.15,1.22,-334.83,0.33,14.96,0.74,4.61
75.21,-0.81,-0.9,-373.23,-6.92,-0.23,0.45,3.97
75.21,0.62,0.17,-353.53,-9.46,7.43,-0.11,3.2
75.21,0.28,1.51,-327.29,-8.95,3.56,0.22,2.54
75.21,-0.67,0.54,-349.76,-5.61,-19.89,2.34,2.18
75.44,0.22,2.07,-341.22,-1.24,-19.66,1.87,1.99
75.45,0.5,2.69,-344.38,2.87,-7.82,0.2,2.13
75.45,0.31,-1.47,-385.39,8.66,2.16,0.58,2.61
75.45,1.24,-3.45,-337.5,14.46,19.87,0.73,3.38
75.45,0.88,-1.46,-150.59,13.45,17.79,0.55,3.34
75.45,-0.29,0.16,19.78,9.07,0.68,0.75,2.41
75.45,-0.27,0.21,21.59,9.0,0.02,0.75,2.23
75.45,-0.1,-0.1,-13.46,9.92,4.01,0.7,2.22
75.46,-0.22,0.08,1.21,9.58,2.54,0.73,2.2
75.46,-0.19,0.09,2.11,9.55,2.35,0.77,2.2
75.68,0.0,0.06,-1.28,9.62,2.7,0.77,2.19
75.68,0.11,0.07,0.03,9.6,2.58,0.72,2.18
75.69,-0.11,0.05,0.21,9.63,2.56,0.72,2.17
75.69,-0.24,0.04,-0.14,9.62,2.57,0.76,2.16
75.69,-0.12,0.0,0.0,9.58,2.51,0.78,2.16
75.69,-0.07,0.0,0.09,9.57,2.56,0.81,2.15
75.69,-0.04,0.03,0.09,9.62,2.58,0.78,2.14
75.69,-0.03,0.01,0.06,9.65,2.54,0.7,2.13
75.7,-0.12,-0.05,0.08,9.6,2.58,0.65,2.13
75.7,-0.18,-0.08,0.11,9.57,2.62,0.68,2.12
75.94,-0.12,-0.03,0.04,9.61,2.59,0.72,2.12
75.94,-0.07,0.09,-0.04,9.61,2.55,0.69,2.11
75.94,-0.14,0.18,0.02,9.55,2.54,0.72,2.11
75.95,-0.17,0.12,0.12,9.54,2.57,0.79,2.1
75.95,-0.12,-0.01,0.09,9.62,2.6,0.8,2.09
75.95,-0.17,-0.03,-0.02,9.63,2.55,0.78,2.08
75.95,-0.2,0.05,-0.04,9.59,2.51,0.77,2.08
75.95,-0.17,0.07,0.01,9.59,2.58,0.72,2.07
75.95,-0.12,0.13,0.02,9.63,2.64,0.7,2.06
75.95,-0.05,0.15,-0.01,9.64,2.59,0.75,2.06
76.19,-0.03,0.09,-0.04,9.59,2.52,0.76,2.06
76.19,-0.1,0.04,-0.03,9.6,2.55,0.77,2.05
76.19,-0.08,0.01,-0.01,9.64,2.6,0.77,2.04
76.19,-0.05,-0.0,0.05,9.64,2.61,0.74,2.04
76.19,-0.14,0.01,0.05,9.63,2.59,0.74,2.03
76.19,-0.21,0.0,-0.05,9.61,2.55,0.74,2.02
76.2,-0.17,-0.02,-0.04,9.58,2.58,0.74,2.02
76.2,-0.12,0.01,0.07,9.59,2.61,0.79,2.01
76.2,-0.13,0.05,0.07,9.61,2.61,0.79,2.01
76.2,-0.18,0.06,0.02,9.59,2.56,0.75,2.0
76.48,-0.17,0.07,-0.03,9.6,2.5,0.7,2.0
76.49,-0.1,0.07,-0.05,9.58,2.49,0.7,1.99
76.49,-0.14,0.04,0.05,9.55,2.54,0.74,1.99
76.49,-0.18,-0.05,0.06,9.57,2.6,0.75,1.99
76.49,-0.16,-0.09,-0.01,9.6,2.62,0.74,1.98
76.5,-0.18,0.06,-0.01,9.6,2.59,0.74,1.98
76.5,-0.09,0.16,0.01,9.58,2.58,0.72,1.98
76.5,-0.07,0.11,0.09,9.6,2.59,0.75,1.98
76.5,-0.14,0.0,0.12,9.6,2.58,0.75,1.97
76.5,-0.12,-0.02,0.05,9.58,2.59,0.72,1.97
76.74,-0.09,0.06,0.05,9.58,2.58,0.72,1.96
76.75,-0.12,0.06,0.06,9.59,2.58,0.76,1.96
76.75,-0.12,0.11,0.02,9.6,2.59,0.79,1.96
76.75,-0.15,0.09,-0.02,9.59,2.55,0.79,1.95
76.75,-0.17,-0.07,0.06,9.6,2.54,0.78,1.95
76.75,-0.09,-0.03,0.11,9.6,2.56,0.78,1.94
76.75,-0.06,0.04,0.01,9.57,2.55,0.77,1.94
76.75,-0.16,0.04,-0.02,9.58,2.56,0.74,1.93
76.76,-0.22,0.01,0.1,9.57,2.57,0.72,1.93
76.76,-0.16,-0.03,0.03,9.55,2.58,0.72,1.93
77.0,-0.08,0.01,-0.02,9.59,2.57,0.71,1.93
77.0,-0.09,0.06,0.03,9.62,2.56,0.71,1.93
77.0,-0.08,0.04,-0.04,9.61,2.56,0.73,1.93
77.0,0.0,0.02,-0.08,9.6,2.54,0.77,1.93
77.0,-0.13,-0.01,-0.03,9.58,2.51,0.78,1.93
77.0,-0.18,-0.03,-0.01,9.54,2.48,0.77,1.93
77.0,-0.09,0.07,0.02,9.56,2.54,0.75,1.93
77.01,-0.16,0.09,0.06,9.59,2.57,0.66,1.92
77.01,-0.14,-0.03,0.06,9.6,2.53,0.68,1.92
77.01,-0.06,-0.03,0.04,9.61,2.53,0.76,1.92
77.22,-0.05,-0.02,0.01,9.61,2.58,0.76,1.92
77.22,-0.1,-0.02,0.06,9.58,2.56,0.76,1.92
77.22,-0.2,0.05,0.02,9.57,2.54,0.78,1.91
77.22,-0.2,0.09,-0.06,9.56,2.58,0.72,1.91
77.23,-0.13,0.03,0.03,9.58,2.58,0.71,1.9
77.24,-0.12,-0.03,0.07,9.62,2.57,0.73,1.9
77.33,-0.17,-0.0,-0.01,9.61,2.56,0.74,1.89
77.43,-0.18,0.05,-0.02,9.59,2.59,0.8,1.89
77.54,-0.1,0.05,0.05,9.63,2.59,0.79,1.89
77.62,-0.12,0.03,0.07,9.62,2.54,0.77,1.88
77.86,-0.13,-0.01,-0.02,9.55,2.54,0.75,1.88
77.86,-0.11,-0.02,-0.05,9.58,2.55,0.7,1.88
77.88,-0.19,0.03,0.03,9.63,2.56,0.75,1.88
77.98,-0.19,-0.0,0.03,9.58,2.58,0.84,1.88
78.08,-0.18,0.01,0.07,9.56,2.57,0.85,1.87
78.16,-0.16,-0.02,0.1,9.61,2.55,0.8,1.87
78.26,-0.07,-0.02,-0.03,9.63,2.55,0.76,1.87
78.36,-0.11,0.05,-0.05,9.59,2.59,0.77,1.88
78.45,-0.18,0.02,0.03,9.58,2.61,0.76,1.88
78.53,-0.17,-0.03,-0.04,9.6,2.57,0.72,1.88
78.79,-0.19,-0.03,-0.09,9.59,2.56,0.75,1.88
78.79,-0.18,0.09,-0.05,9.59,2.57,0.79,1.88
78.82,-0.12,0.09,0.04,9.6,2.57,0.78,1.88
78.91,-0.07,-0.01,0.12,9.6,2.57,0.75,1.88
78.99,-0.11,0.04,0.06,9.59,2.55,0.7,1.88
79.1,-0.1,0.06,-0.06,9.54,2.53,0.68,1.88
79.19,-0.09,0.11,-0.13,9.54,2.54,0.69,1.88
79.28,-0.13,0.11,-0.09,9.59,2.58,0.69,1.88
79.37,-0.1,-0.02,0.06,9.57,2.56,0.76,1.88
79.46,-0.06,0.08,0.13,9.59,2.54,0.81,1.88
79.73,-0.11,0.21,0.07,9.62,2.55,0.74,1.88
79.73,-0.18,0.09,0.04,9.56,2.52,0.7,1.88
79.74,-0.19,-0.07,0.1,9.54,2.56,0.76,1.88
79.83,-0.13,-0.09,0.05,9.58,2.62,0.82,1.88
79.91,-0.06,0.03,-0.03,9.56,2.58,0.81,1.87
80.01,-0.06,0.09,-0.02,9.54,2.55,0.81,1.87
80.09,-0.11,0.01,-0.02,9.57,2.57,0.81,1.87
80.19,-0.15,-0.02,0.03,9.58,2.58,0.8,1.87
80.29,-0.2,0.02,0.08,9.59,2.58,0.78,1.87
80.38,-0.19,0.06,0.03,9.58,2.57,0.72,1.86
80.58,-0.13,0.04,-0.06,9.59,2.55,0.73,1.86
80.58,-0.12,0.01,-0.02,9.61,2.56,0.8,1.86
80.65,-0.14,0.01,0.01,9.58,2.59,0.85,1.86
80.75,-0.1,-0.01,0.0,9.57,2.59,0.83,1.85
80.85,-0.1,0.01,0.12,9.58,2.58,0.75,1.85
80.93,-0.12,0.03,0.13,9.57,2.59,0.74,1.85
81.03,-0.14,0.01,-0.08,9.58,2.58,0.72,1.85
81.12,-0.17,-0.03,-0.12,9.62,2.55,0.71,1.85
81.21,-0.15,-0.02,0.03,9.61,2.54,0.76,1.85
81.29,-0.09,0.09,0.05,9.61,2.56,0.76,1.84
81.49,-0.08,0.13,0.09,9.62,2.57,0.73,1.84
81.49,-0.16,0.03,0.15,9.59,2.58,0.72,1.83
81.57,-0.14,-0.03,0.08,9.6,2.59,0.71,1.83
81.67,-0.1,0.02,-0.04,9.61,2.57,0.76,1.82
81.76,-0.13,0.04,-0.06,9.6,2.54,0.79,1.82
81.84,-0.11,0.03,-0.0,9.62,2.55,0.76,1.81
81.93,-0.07,0.05,-0.02,9.63,2.57,0.77,1.81
82.03,-0.11,0.01,-0.07,9.61,2.57,0.77,1.81
82.13,-0.18,-0.05,-0.01,9.61,2.57,0.73,1.8
82.21,-0.12,0.06,0.02,9.6,2.58,0.73,1.8
82.43,-0.11,0.12,-0.07,9.58,2.57,0.74,1.8
82.44,-0.15,0.02,-0.07,9.61,2.58,0.75,1.79
82.48,-0.1,0.03,0.03,9.65,2.58,0.7,1.79
82.57,-0.07,0.09,0.04,9.61,2.58,0.65,1.78
82.68,-0.08,0.06,-0.03,9.6,2.61,0.73,1.78
82.77,-0.13,0.0,-0.02,9.62,2.59,0.78,1.78
82.85,-0.1,0.04,0.04,9.59,2.58,0.71,1.77
82.96,-0.06,0.1,0.03,9.59,2.58,0.71,1.77
83.05,-0.16,0.02,0.04,9.66,2.58,0.77,1.77
83.13,-0.19,-0.08,0.07,9.66,2.6,0.76,1.77
83.33,-0.12,-0.03,0.01,9.61,2.57,0.72,1.77
83.33,-0.1,0.05,-0.05,9.59,2.55,0.8,1.78
83.4,-0.04,0.05,-0.0,9.6,2.6,0.85,1.77
83.49,-0.03,0.07,0.08,9.56,2.6,0.76,1.78
83.59,-0.12,0.1,0.09,9.57,2.54,0.69,1.78
83.69,-0.15,0.01,0.06,9.59,2.52,0.7,1.78
83.79,-0.09,-0.07,-0.0,9.55,2.56,0.75,1.78
83.87,-0.07,-0.02,-0.03,9.57,2.58,0.75,1.78
83.97,-0.08,0.04,0.05,9.59,2.56,0.74,1.79
84.06,-0.05,0.01,0.11,9.58,2.59,0.8,1.79
84.26,0.0,-0.04,0.05,9.61,2.61,0.8,1.79
84.27,-0.03,-0.05,-0.02,9.62,2.57,0.7,1.79
84.35,-0.11,-0.01,-0.03,9.56,2.54,0.68,1.8
84.43,-0.12,0.03,-0.05,9.58,2.57,0.7,1.8
84.52,-0.11,0.05,-0.04,9.63,2.57,0.69,1.8
84.61,-0.09,0.02,-0.04,9.59,2.53,0.71,1.8
84.71,-0.09,-0.07,-0.03,9.55,2.55,0.71,1.8
84.79,-0.16,-0.09,0.02,9.58,2.62,0.72,1.8
84.88,-0.11,0.07,-0.04,9.61,2.6,0.74,1.79
84.98,-0.07,0.15,-0.13,9.57,2.54,0.73,1.8
85.19,-0.16,0.13,-0.02,9.57,2.55,0.72,1.8
85.19,-0.2,0.16,0.07,9.64,2.57,0.74,1.8
85.26,-0.2,0.11,-0.01,9.62,2.57,0.73,1.8
85.35,-0.2,-0.01,-0.0,9.58,2.57,0.71,1.8
85.44,-0.06,-0.04,0.06,9.61,2.57,0.71,1.8
85.53,0.02,-0.09,0.03,9.62,2.59,0.71,1.8
85.62,-0.11,-0.15,0.01,9.61,2.59,0.74,1.8
85.72,-0.16,-0.1,0.06,9.58,2.57,0.8,1.8
